dish_id,name,primary_cuisine,primary_coarse,description
silog,Silog,Filipino,rice,"The dish is a class of breakfast dishes containing fried rice and fried egg. They are served with various side dish, often fried as well, and usually meat dishes such as tapa, longganisa or ham."
chhurpi,Chhurpi,Nepalese,cheese,"This is a dairy product made from buttermilk, which is boiled, and the solid mass is separated from the liquid and drained in a cloth. The resulting soft, white product resembles ricotta and has a neutral taste, often fermented for a tangy flavor. To make the hard variety, the soft chhurpi is pressed in a jute bag to remove excess water, dried, cut into cubes, and hung over fire to further harden.
"
sha_phaley,Sha phaley,Tibetan,bread,"The dish consists of bread stuffed with seasoned meat and cabbage, which is then fashioned into semi-circular or circular shapes and which according to regional variations is either deep fried or pan fried like pot stickers."
sinki,Sinki,Nepalese,vegetable,"This dish is a preserved fermented vegetable made from radish tap roots. To prepare the dish, aged radish slivers are pressed into a hole lined with bamboo and straw, covered with vegetation, rocks, wood, and mud, and then allowed to cure for about a month. After curing, the preserved radish is sun-dried and can be stored for several years."
gundruk,Gundruk,Nepalese,vegetable,The dish is obtained from the fermentation of leafy vegetables sometimes mixed with the roots as well. It is served as a side dish with the main meal and is also used as an appetizer.
dhindo,Dhindo,Nepalese,porridge,"This dish is made by gradually adding flour to boiling water while stirring, typically using buckwheat or millet flour. It is served with various accompaniments, such as lentils, curries, and condiments, and is eaten by forming small balls and dipping them into soups or liquids."
bap,Bap,Korean,rice,"This dish is a term for cooked rice made by boiling rice or other grains, such as black rice, barley, sorghum, millets, and beans, until the water is absorbed. Various ingredients like vegetables, seafood, and meat can be added to create different variants of this dish."
wandouhuang,Wandouhuang,Chinese,sweets,"This is a light and refreshing paste-like cake made from yellow peas or yellow pea flour, water, and sugar, with a slightly sweet taste. Traditionally associated with spring."
tomato_omelette,Tomato omelette,Maharashtrian,pancake,"This is a vegan breakfast dish, made primarily from chickpea flour or batter with added tomatoes, onions, and green chillies. The batter is cooked on a skillet until golden and is typically served hot with condiments."
tave_grave,Tavče gravče,North Macedonian,beans,"This dish is made with fresh beans, often served baked in an unglazed earthenware pot. "
ragda_pattice,Ragda pattice,Indian,potato,The dish is made of mashed potato patties and pea sauce.
peabutter,Peabutter,Canadian,nuts,This is a savory spread used as an alternative to peanut butter.
red_bean_cake,Red bean cake,Chinese,beans,This is a cake with a sweet red bean paste filling.
fasole_cu_crnai,Fasole cu cârnați,Romanian,beans,"This dish is a baked beans and sausages, often added with smoked pork, carrots, onions, tomatoes, parsnip, tomato sauce and bay leaf."
matev,Matevž,Slovenian,beans,"This dish is a beans and potatoes dish, usually eaten with pickled cabbage or turnips."
pie_floater,Pie floater,South Australian,soup,"This dish commonly consists of a traditional meat pie, usually sitting, but sometimes submerged (traditionally upside down) in a bowl of thick pea soup made from blue boiler peas."
msabbaha,Msabbaha,Levantine,beans,This dish is a variation of hummus made up of whole garbanzo beans and tahini.
chhena_matar_tarkari,Chhena Matar Tarkari,Indian,peas,"It is a vegetarian dish. It generally consists of peas and acid-set cheese in a tomato-based sauce, spiced with garam masala."
grey_peas,Grey peas,Latvian,beans,"This dish is usually a snack served on a plate, sprinkled with salt, mixed with cracklings and onions. Soak the peas and cook them gently (it is important not to overcook so that the peas do not come out of their skin). Chopped bacon and onions are fried in a pan."
githeri,Githeri,Kenyan,beans,"This is a meal consisting of maize and legumes (primarily beans) mixed and boiled together. The maize and beans are mixed in a type of pot, with water added, and the mixture is boiled until fully cooked."
douzhi,Douzhi,Chinese,beans,"It is similar to soy milk, but made from mung beans. It is generally slightly sour, with an rotten egg-like smell."
dilly_beans,Dilly beans,American,beans,"The dish preserves this summer legume. Often flavoured with dill, it may contain garlic, Tabasco sauce, and red pepper. Best kept in glass jars for safekeeping over the winter months, it can be served on its own as a snack, alongside a main dish, or in salad."
dalcha,Dalcha,Indian,meat,"Primary ingredients are lentils, can be chick pea or sometimes pigeon pea. Vegetables or meats, both chicken or mutton, may also be added to the stew."
ciceri_e_tria,Ciceri e tria,Italian,pasta,"The dish is prepared with pasta and chickpeas as primary ingredients and includes fried pasta. Some versions of the dish may have a significant amount of broth, which may be eaten using a spoon. Some of the pasta (from one-third to one-half) is fried in oil as part of its preparation, while the rest of it is boiled."
bob_chorba,Bob chorba,Bulgarian,soup,"This dish is made from dry beans, onions, tomatoes, spearmint and carrots."
bouneschlupp,Bouneschlupp,Luxembourgish,soup,"This dish a green bean soup with potatoes, bacon, and onions."
medisterplse,Medisterpølse,Danish,meat,"This specialty food consist of a thick spiced sausage made of minced pork and lard, stuffed into a casing."
bondiola_sandwich,Bondiola sandwich,Argentinian,sandwich,This dish is a sandwich made with thick slices of pork shoulder. The meat consists of slices of roasted or cured pork shoulder and it is usually served on crispy brioche bread. It can be topped with a variety of condiments and vegetables.
ksekrainer,Käsekrainer,Austrian,meat,This dish is a type of lightly smoked sausages containing roughly torn bits of pork and 10% to 20% cheese (for example Emmentaler) cut into small cubes.
cervelat,Cervelat,Swiss,meat,"This dish is a sausage produced in Switzerland, France, Belgium, the Netherlands, and parts of Germany. The recipe and preparation of the sausage vary regionally."
salchichn,Salchichón,Spanish,meat,"This dish is a summer sausage that is made by smoking, drying, cooking, or some combination. It is made with pork, although some recipes use other meats including ox, veal, or horse."
lukanka,Lukanka,Bulgarian,meat,"This dish is semi-dried, has a flattened cylindrical shape, and brownish-red interior in a skin that is normally covered with a white fungus. The mix of small pieces of meat and fat give the interior a grainy structure."
botifarra,Botifarra,Catalan,meat,"This dish is based on ancient recipes, either the Roman sausage botulu or the lucanica, made of raw pork and spices, with variants today in Italy and in the Portuguese and Brazilian linguiça"
nem_chua,Nem chua,Vietnamese,meat,"This dish is a fermented pork dish. It is mainly composed of a mixture of lean pork and thin strips of cooked rind, garnished with garlic and chilli."
sibiu_salami,Sibiu Salami,Romanian,meat,"The dish is a salami made with pork meat, pork fat, salt and condiments, fermented and air-dried."
botillo,Botillo,Spanish,meat,"This is a dish of meat-stuffed pork intestine. It is a is a meat product made from different pieces left over from the butchering of a pig, including the ribs, tail, and bones with a little meat left on them."
naem,Naem,Lao,meat,This dish is a pork sausage. It is a fermented food with a sour flavour. It has a short shelf life and is often eaten in raw form after fermentation. It is used as an ingredient in various dishes and is also served as a side dish.
qaz,Qazı,Bashkir,meat,"This is a traditional sausage-like food made from horse meat. It is a common element on a festive meal table. A reviewer described the dish as smoky and earthy. It is often eaten cold, sometimes sliced, and served as an appetiser."
jingisukan,Jingisukan,Japanese,mutton,"The dish is a grilled mutton dish prepared on a convex metal skillet or other grill. It is often cooked alongside beansprouts, onions, mushrooms, and bell peppers, and served with a sauce based in either soy sauce or sake."
tokushima_ramen,Tokushima Ramen,Japanese,noodle,"The dish is a pork broth ramen that is seasoned with soy-sauce, and has topping of thinly sliced pork belly, bamboo shoots, green onions, bean sprouts, and raw eggs."
qarta,Qarta,Kazakh,meat,"The dishes are boiled and pan-fried horse rectum, taken from the final few inches of the digestive tract before the muscular part of the anus. It is served without sauce or spices. It is prepared in various ways to clean it thoroughly and remove any unpleasant taste due to the provenance of the tissue."
sundae_sausage,Sundae sausage,Korean,meat,The sausage dish is generally made by steaming cow or pig's intestines stuffed with various ingredients.
yudoufu,Yudoufu,Japanese,hot pot,This hot pot dish is tofu simmered in a kombu stock and served with ponzu and various condiments.
burro_perchern,Burro percherón,Mexican,bread,"This dish is a variation of classic burrito, which traditionally prepared with grilled or charcoal-roasted meat, avocado, cheese, and tomatoes (although variants exist in each restaurant)."
sai_ua,Sai ua,Lao,meat,"This is minced pork meat, herbs, spices, and red curry paste."
prawn_cocktail,Prawn cocktail,British,seafood,"The dish consists of shelled, cooked prawns in a seafood sauce or cocktail sauce served in a glass."
curtido,Curtido,Salvadoran,salad,"The food is usually made with cabbage, onions, carrots, oregano, and sometimes lime juice."
escamol,Escamol,Mexican,caviar,This is food known as insect caviar. They are made are from the edible larvae and pupae of ants
kishka,Kishka,Polish,meat,"The dish refers to various types of sausage or stuffed intestine with a filling made from a combination of meat and meal, often grain or potato. "
liverwurst,Liverwurst,German,meat,"This is a sausage made from liver. Many varieties are spread. It usually contains pigs"" or calves"" liver. Other ingredients are meat (notably veal), fat, and spices"
lincolnshire_sausage,Lincolnshire sausage,English,meat,"The sausage dish is made with coarsely chopped or ground pork mixed with binders, seasonings and preservative."
doctors_sausage,Doctor's sausage,Russian,meat,This sausage dish is a emulsified boiled sausage with pale pink color and low fat content.
oxford_sausage,Oxford sausage,English,meat,"The modern version is considered, typically, to consist of a mixture of pork and veal, seasoned with lemon and herbs."
lorne_sausage,Lorne sausage,English,meat,"This sausage dish is a traditional food item made from minced meat, rusk and spices."
bhakkha,Bhakkha,Indian,rice,A fluffy rice cake served in breakfast or as a snack with freshly prepared tomato pickle.
south_asian_pickle,South Asian pickle,Bangladeshi,vegetable,"It is a pickled food made from a variety of vegetables, meats and fruits preserved in brine, vinegar, edible oils, and various spices."
romeritos,Romeritos,Mexican,stew,A dish consisting of tender sprigs of seepweed which are boiled and served in sauce seasoned with shrimp jerky blended into the mix. Typical additional ingredients include boiled potatoes and re-hydrated shrimp.
bagiya,Bagiya,Indian,pastry,It is a steamed dumpling that consists of an external covering of rice flour and an inner content of sweet substances such like vegetables and other fried items.
battered_sausage,Battered sausage,English,meat,They are made up of a pork sausage dipped in batter and usually served with chips.
tripas,Tripas,Mexican,meat,"They are the small intestines of farm animals that have been cleaned, boiled and grilled."
totopo,Totopo,Mexican,bread,"The food is a flat, round, or triangular corn item similar to a tortilla, that has been toasted, fried or baked."
cabrito,Cabrito,Argentinian,meat,This food is roast whole goat over a charcoal fire.
pickled_pigs_feet,Pickled pigs' feet,Mexican,meat,
poc_chuc,Poc chuc,Mexican,meat,"This is a dish of meat, commonly pork, that is prepared in citrus marinade and cooked over a grill. "
pollo_a_la_brasa,Pollo a la brasa,Peruvian,meat,"This dish is a variety of rotisserie chicken. It originally consists of a chicken (cooked on a spit over charcoal and seasoned only with salt) served with large french fries, though today additional spices are used to prepare it. It is almost always served with creamy (mayonnaise-based) sauces."
pollo_motuleo,Pollo motuleño,Mexican,meat,"This dish consists of chicken cooked with orange juice, achiote, and plantains."
puntas,Puntas,Mexican,stew,"This dish consists of small cuts of meat cooked in various sauces, either of dried chili or fresh chilis sauces. Initially, the tips were made with strips of leftover beef cut. Then, different types of meat have been used."
arroz_poblano,Arroz poblano,Mexican,rice,This dish is made with rice and gets its green color from a type of pepper that is processed into a liquid.
fried_ice_cream,Fried ice cream,Chinese,dessert,"This dish is a dessert made of a scoop of ice cream that is frozen hard, then breaded or coated in a batter before being quickly deep-fried, creating a warm, crispy shell around the still-cold ice cream."
caldo_de_siete_mares,Caldo de siete mares,Mexican,soup,"This dish is a fish soup typically made with tomato, fish, or seafood broth with local fresh seafood ingredients and cooked quickly in a thin broth."
calavera,Calavera,Mexican,sweets,This dish is an edible decorative skulls made from sugar.
cochinito_de_piloncillo,Cochinito de piloncillo,Mexican,bread,This dish is a sweet bread made with a type of sweetener made from sugar cane.
manjar_blanco,Manjar blanco,Spanish,dessert,"This dish consists of a sweet, white spread or pastry filling made with milk."
nicuatole,Nicuatole,Mexican,dessert,This dish is a gelatinous dessert made from ground maize and sugar.
wensleydale_cheese,Wensleydale cheese,English,cheese,This is a medium cheese that is supple and crumbly. It has a slight honey aroma.
sulguni,Sulguni,Georgian,cheese,"This is a type of cheese that has a sour, moderately salty flavor, a dimpled texture, and an elastic consistency."
brsi,Brési,French,meat,The dish is a dried and smoked beef.
bndnerfleisch,Bündnerfleisch,Swiss,meat,"The dish is an air-dried meat, usually beef."
lutefisk,Lutefisk,Norwegian,fish,"The dish is dried whitefish, usually cod, made from aged fish."
katsuobushi,Katsuobushi,Japanese,fish,"The dish is a simmered, smoked, and fermented skipjack tuna."
kipper,Kipper,British,fish,"This dish is a whole herring, a small, oily fish, that has been split in a butterfly fashion from tail to head along the dorsal ridge, gutted, salted or pickled, and cold-smoked over smouldering wood chips"
aa_na_tigela,Açaí na tigela,Brazilian,snack,The dish is made from frozen and mashed fruit of the acai palm with creamy texture.
cajuzinho,Cajuzinho,Brazilian,sweets,"The dish is made of peanuts, cashew nuts, and sugar, shaped like a tiny cashew."
creme_de_papaya,Creme de papaya,Brazilian,dessert,The dish is a papaya blended with vanilla ice cream.
man_pelado,Mané pelado,Brazilian,cake,"The dish is a cake made from shredded yuca and coconat, and a salted cheese."
mariamole,Maria-mole,Brazilian,dessert,"The dish is similar shape to marshmallow, made with sugar, gelatine, egg whites."
olho_de_sogra,Olho de sogra,Brazilian,sweets,The dish is a candy made of dried plum with crystal sugar.
pav,Pavê,Brazilian,dessert,The dish is an alternating layer of biscuits and a cream made with condensed milk.
p_de_moleque,Pé de moleque,Brazilian,sweets,The dish is a candy made of peanuts and molasses.
varci,Čvarci,Austrian,meat,"The dish a variant of pork rinds. They are a kind of pork cracklings, with fat thermally extracted from the lard. Preparation involves melting the lard."
brudet,Brudet,Croatian,stew,"The dish is a fish stew with spices, Vegetable and red or white wine, and vinegar."
kotlovina,Kotlovina,Croatian,meat,"The dish is a stewed meat dish and sausages stewed in their own juice with onions, potatoes, tomatoes, bell peppers, and paprika."
meso_z_tiblice,Meso 'z tiblice,Croatian,meat,"The dish is a salty meat made with rubbing garlic, salt, in a wodden containers."
fishermans_soup,Fisherman's soup,Croatian,soup,The dish is a spicy paprika based fish soup with bright red color.
meimurska_gibanica,Međimurska gibanica,Croatian,cake,"The dish is a layered cake made from filo pastry, cheese, poppy seeds, and apples."
frittella,Frittella,Croatian,doughnut,"The dish is made from dough with raisins, orange peel, and lemon peel on them with fillings."
grahova_pretepena_juha,Grahova pretepena juha,Croatian,soup,"The dish is a thick bean soup with milk and cream, called white bean soup."
paticada,Pašticada,Croatian,meat,The dish is a braised beef cooked in a sweet and sour dark sauce.
krofne,Krofne,Albanian,doughnut,"The dish is an airy filled doughnuts made with jelly, marmalade, jam, or chocolate with cinnamon."
areias,Areias,Portuguese,pastry,"The dish is a biscuit coated with sugar and cinnamon, which resemble sand."
bacalhau_brs,Bacalhau à Brás,Portuguese,fish,"The dish is a shredded salted cod chopped with fried potatoes, cooked with eggs."
tripas_moda_do_porto,Tripas à moda do Porto,Portuguese,rice,"The dish is a beef stomach with white beans, carrots, and rice."
broa_de_avintes,Broa de Avintes,Portuguese,bread,"The dish is a dark brown, dense bread, made with maize and rye flours."
folar,Folar,Portuguese,bread,The dish is a bread with melted sugar and cinammon.
queijo_de_azeito,Queijo de Azeitão,Portuguese,cheese,The dish is a simple cheese made from sheep milk.
po_de_mafra,Pão de Mafra,Portuguese,bread,"The dish is a staple bread commonly eaten with butter or jam, hams or cheeses."
rojes,Rojões,Portuguese,meat,The dish is a fried pork with clams.
bife_a_cavalo,Bife a cavalo,Portuguese,rice,"The dish consists of grilled or pan-fried steak with rice, beans, and salad."
xarm,Xarém,Portuguese,soup,"The dish is a thick soup made with corn, clams, sardines, and grilled meats."
cozido_portuguesa,Cozido à portuguesa,Portuguese,rice,"The dish is a mixed meal consisting of Vegetable, meat, and other toppings."
cebolada,Cebolada,Portuguese,stew,"The dish is a onion stew, sauce, or paste."
lokma,Lokma,Iraqi,dessert,"The dish is a dessert made of leavened and deep fried dough balls, soaked in syrup or honey, sometimes coated with cinnamon or other ingredients."
akkawi,Akkawi,Israeli,cheese,"It is a white brine cheese, commonly made with pasteurized cow's milk, but can also be made with goat or sheepmilk. It is commonly used as a table cheese eaten by itself or paired with fruit."
sopa_de_cacahuete,Sopa de cacahuete,African,soup,"The dish is a soup made from peanuts, often with various other ingredients"
kilishi,Kilishi,Nigerien,meat,"It is a form of dried meat, typically made with beef, Lamb and mutton or goat."
mechouia_salad,Mechouia salad,Tunisian,salad,"This dish is a grilled vegetable, tomatoes, peppers, onions and garlic salad, that may also contain eggplant."
laffa,Laffa,Iraqi,bread,"The dish is s a large, thin flatbread with that is traditionally vegan and cooked in an oven. It is most often used to wrap falafel, kebab, and shawarma to make sandwiches, to dip in hummus, matbucha and other dips, or with shakshouka, and other dishes."
malewa,Malewa,Ugandan,vegetable,The dish is a smoked bamboo shoot.
apio,Apio,Balkan Jewish,salad,The dish is an appetizer which is made from celeriac and carrot and served cold.
krembo,Krembo,Israeli,snack,"The dish is a chocolate-coated marshmallow treat that consists of a round biscuit base, topped with fluffy marshmallow creme-like foam, coated in a thin layer of sweet baking chocolate, and wrapped in colourful, thin aluminum foil."
chipsi_mayai,Chipsi mayai,Tanzanian,egg,The dish is a simple potato-egg omelette.
hutspot,Hutspot,Dutch,vegetable,"The dish is boiled and mashed potatoes, carrots, and onions."
chai_tow_kway,Chai tow kway,Chaoshan,stir fry,The dish is stir-fried cubes of radish cake.
cezerye,Cezerye,Turkish,dessert,"A semi-gelatinous dessert made from caramelised carrots, shredded coconut, and roasted walnuts, hazelnuts, or pistachios."
porkkanalaatikko,Porkkanalaatikko,Finnish,casserole,"A dish are mashed carrots, mixed with boiled rice or barley, and liquid."
tzfatit,Tzfatit,Israeli,cheese,"A semi-hard salty cheese, originally from sheep's milk. The milk is pasteurized at a low 72 °C (162 °F), which preserves the food proteins. Trimming is based largely on the action of enzymes contained in a special ferment and on calcium chloride rather than on the action of lactic acid. The fermentation is quick, about an hour. After the separation of most of the whey, the cheese is stored for several hours in straw or plastic baskets to drain the remaining whey and to form its round shape. For the remainder of the draining time, the cheese is inverted several times to help the draining and to form the basket's pattern on all sides."
carrot_chip,Carrot chip,Global,snack,carrots that have been fried or dehydrated
rujak_shanghai,Rujak shanghai,Indonesian,salad,"boiled sliced gurita (octopus) as well as edible jellyfish, kangkung, and served with thick red sweet and sour sauce, mixed with pineapple juice, and toasted crushed peanuts"
ayam_buah_keluak,Ayam buah keluak,Malaysian,stew,"dish consisting of chicken (ayam), tamarind gravy and keluak nuts"
pie_tee,Pie tee,Malaysian,pastry,"A thin and crispy pastry tart shell often filled with a spicy, shredded Chinese turnips, sweet mixture of thinly sliced vegetables and prawns"
bakwan,Bakwan,Chinese,fritter,"beansprouts, shredded cabbages and carrots, battered and deep fried in cooking oil"
sekoteng,Sekoteng,Indonesian,beverages,"a ginger-based hot drink which includes peanuts, diced bread, and tapioca pearls (known locally as pacar cina)"
guazi,Guazi,Chinese,snack,"baked seeds of the sunflower, pumpkin, or watermelon seeds"
youtiao,Youtiao,Chinese,snack,This dish is a long golden-brown deep-fried strip of wheat flour dough
grass_jelly,Grass jelly,Chinese,dessert,"The jelly is made by boiling the aged and slightly oxidized stalks and leaves of Platostoma palustre (Mesona chinensis) with potassium carbonate and a little starch for several hours, then let it cool and served with sweet beverages. "
yusheng,Yusheng,Chinese,salad,"This dish consists of strips of raw fish (sometimes salmon), mixed with shredded Vegetable and a variety of sauces and condiments, among other ingredients"
albaloo_polo,Albaloo polo,Iranian,rice,"The dish is made with rice and sour cherries usually served with chicken, koobideh, or other types of kebab as well as some form of stews."
kateh,Kateh,Iranian,rice,The dish is sticky rice dish and speed of cooking makes it popular for casual dinners.
seenakku,Seenakku,Sri Lankan,rice,"The dish is a popular sweet, and is served with grated coconut."
puffed_rice_cakes,Puffed rice cakes,Global,rice,"The dish is a flat hard food made with puffed rice. Typically, it is eaten as a snack or used as a base for other ingredients."
shir_berenj,Shir Berenj,Persian,rice,"The dish is a rice pudding flavored with rose water, spices such as cinnamon or cardamom, and often containing almonds. It may be served warm or chilled as a dessert."
bakabana,bakabana,Surinamese,fritter,The dish is a type of fried banana.
huaian_pingqiao_tofu,Huai'an Pingqiao tofu,Chinese,tofu,"The dish is a mixed tofu with seafood, mushrooms, and chicken with soft textures."
kwacoco,Kwacoco,Cameroonian,vegetable,The dish consisting in pureed cocoyam wrapped and steamed in banana leaves.
dombolo,Dombolo,South African,bread,The dish is a steamed bread. It is a popular staple food. The bread is prepared in a container in a pot of boiling water.
galletas_pesquera,Galletas pesquera,Filipino,snack,"The dish is characteristically very thin and disc-shaped, usually with three or more small perforations."
picnic_biscuit,Picnic biscuit,Turkish,snack,"The dish is a type of small, rectangular biscuit. "
beaver_tail,Beaver Tail,Canadian,snack,"The dish referred to quick-baked dough ""especially in early 19th-century places where people might camp for one night and where there was no frying pan."" It is a fried dough pastry that is specially hand-stretched into the shape of a beaver's tail."
chasan,Chasan,Chinese,pastry,"The dish is golden brown and crispy. It is made by rolled wirelike strips. Usually, It has a variety of shapes. It is a kind of afternoon tea snack and that is why it is so named."
hellimli,Hellimli,Cypriot,bread,The dish is a savoury pastry made with halloumi cheese.
hot_water_crust_pastry,Hot water crust pastry,English,pastry,"The dish is a type of pastry used for savoury pies. It is traditionally used for producing hand-made pies. The pastry is made by heating water, melting the fat in it, bringing the mixture to a boil, and finally incorporating the flour. This can be done by beating the flour into the mixture in the pan, or by kneading on a pastry board. Either way, the result is a hot and rather sticky paste that can be used for hand-raising: shaping by hand, sometimes using a dish or bowl as an inner mould. The moulded crust retains its shape as it cools, and is prepared for baking with a filling and additional layer of pastry crust on top. Hand-raised does not produce a neat and uniform finish, as there will be sagging during the cooking of the filled pie. This is generally accepted as the mark of a hand-made pie. It is possible, however, to bake the pastry in a mould, as with other pies. "
huff_paste,Huff paste,English,pastry,"The dish is a stiff pie shell made using a mixture of flour, suet, and boiling water. The pastry when cooked creates a tough protective layer around the food inside. When cooked, the pastry is generally discarded as it is virtually inedible. However, the shell becomes soaked with the meat juices and historically was sometimes eaten by house servants after the meal had concluded. Its main purpose is simply to create a solid container for the pie's ingredients. The flour itself is stronger than normal flour, often made from coarsely ground rye, and suet, which is mixed with hot water."
malsouka,Malsouka,Global,pastry,The dish is a pastry sheet. It is created by spreading wafer-thin layers of batter on a heated pan rather than by rolling a raw dough.
mantecada,Mantecada,Spanish,pastry,"The dish is spongy pastry, baked in square or rectangular box-shaped paper instead of in the typical muffin round paper cups. The pastry leaves a characteristic cross-shaped silhouette on the paper when it is removed."
pastry_heart,Pastry heart,American,pastry,"The dish is a regional dessert item. The dish is a heart shaped flaky puff pastry, similar to a pastry in a palm leaf shape or a butterfly shape or palm leaves pastry, that is usually topped with a white sugar icing that has a hard shell but is soft on the inside."
yurla,Yurla,Tibetan,pastry,The dish is a wheat pastry with butter.
chestnut_pie,Chestnut pie,French,pastry,"A pie prepared with chestnuts as a primary ingredient.Shelled whole or chopped chestnuts may be used, which may be boiled or roasted. A chestnut purée may also be used."
flipper_pie,Flipper pie,Canadian,pastry,"A meat pie made from harp seal flippers, cooked with Vegetable in a thick sauce and then covered with pastry."
lanttusupikas,Lanttusupikas,Finnish,pastry,"A double-folded buttered flaky crust pie, filled with thin, braised swede slices and pork loin."
wagafi_bread,Wagafi bread,Iranian,bread,"A type of bread that normally contains a greater amount of flour than normal bread. It is a flat, thin bread. The bread is made in a hole based on local tradition."
ttongppang,Ttongppang,Korean,bread,It is bread filled with red bean paste and walnut bits that is shaped like stylized human feces.
canadian_white_bread,Canadian white bread,Canadian,bread,Bread made from wheat or white flour. It usually has a protein content of 12 or 13%.
cholermus,Cholermus,Swiss,pancake,"It is a kind of pancake, or ""shredded"", ""fried crepe"", that is typically eaten for supper."
khubz,Khubz,Middle Eastern,bread,The dish is the usual word for bread.
kisra,Kisra,Chadian,bread,The dish is a popular thin fermented bread.
palianytsia,Palianytsia,Ukrainian,bread,The dish is a bread that has a semi-circular cut across the top third of the loaf.
ngome,Ngome,Malian,bread,"The dish is a flatbread using only millet, water and vegetable oil."
pambazo,Pambazo,Mexican,bread,The dish is a bread with golden and crispy in its outer layer and white and very light in its inner part.
grater_cake,Grater cake,Jamaican,dessert,The dish is a dessert of grated coconut in a fondant of sugar.
asham,Asham,Caribbean,dessert,"The dish is made by shelling dry corn, parching it, and then grinding it finely."
red_peas_soup,Red Peas Soup,Jamaican,soup,"The dish is a soup made of kidney beans, seasonings such as scotch bonnet pepper, pimento seeds, etc. Traditionally, the broth includes a pigtail. "
cocktion,Cocktion,Jamaican,dessert,The dish is made from parched corn and sugar rolled into balls and sometimes colored.
fio_fio,Fio Fio,Nigerian,soup,The dish is a soup made of guinea pea and cocoyam.
funkaso,Funkaso,Hausa,side dish,"The dish is a savoury fried dumpling made with wheat and eaten with soup, honey, or sugar."
marghi_special,Marghi special,Nigerian,soup,"The dish is a soup made of fish with spinach, tomatoes, bean sprouts, and tamarind broth."
isidudu,Isidudu,South African,porridge,The dish is a porridge made from ground corn.
harqma,Harqma,Maghrebi,soup,The dish is a soup or stew prepared using lamb.
tibs,Tibs,Ethiopian,meat,"The dish is a sauteed vegetable with meat, served in hot to mild temperatures."
chaudin,Chaudin,American,meat,"The dish is a sausage-like variant made from ingredients sewn up in a pig's stomach, cooked with spices, and rice."
stuffed_mallow,Stuffed mallow,Turkish,meat,"The dish is a mallow leaves, stuffed with meat lamb or rice."
stuffed_melon,Stuffed melon,Turkish,fruit,The dish is a melon stuffed with meat lamb and rice.
occhi_di_lupo,Occhi di lupo,Italian,pasta,"The dish is a large-sized, tubular stuffed pasta, served with a stuffing or filling."
ayam_pansuh,Ayam pansuh,Indonesian,chicken,"The dish is a cooked chicken meat in a bamboo stalk, filled with water, seasonings, and covered with tapioca leaves from the cassave plan."
ladera,Ladera,Ottoman,vegetable,This is a category of vegetable dishes cooked in olive oil.
scovard,Scovardă,Romanian,pastry,This dish is a type of stuffed pastry. The dough is folded around the stuffing which usually consists of different types of cheese.
carpetbag_steak,Carpetbag steak,British,meat,"This dish consists of an end cut of steak, such as scotch fillet or eye fillet. A pocket is cut in the meat via a small entry cut and then expanded internally, into which oysters are stuffed, and the opening closed with toothpicks or thread."
eggplant_papoutsaki,Eggplant papoutsaki,Greek,vegetable,"This dish consists of eggplants which have been boiled or roasted and the tops cut off lengthwise, which is why they resemble little shoes."
stuffed_sorrel,Stuffed sorrel,Mediterranean,vegetable,"This dish is made of sorrel leaves stuffed with meat (lamb) and rice, or more rarely rice only."
zoervleis,Zoervleis,Belgian,stew,"This dish is a regional meat dish traditionally made with horse meat, but nowadays beef is commonly used. The meat is marinated in vinegar and often accompanied by french fries."
alicot,Alicot,French,stew,"This dish is a stew made of the cheapest parts of poultry, slowly simmered."
kadyos_baboy_kag_langka,"Kadyos, baboy, kag langka",Filipino,soup,"This dish is a pork soup or stew with pigeon peas, pork, and jackfruit used as the three main ingredients. The soup is also traditionally soured with batuan fruits."
linatan,Linat-an,Filipino,stew,"The dish is a traditional pork stew. It characteristically uses pork ribs (or other bony cuts of pork) boiled and simmered until very tender, lemongrass, string beans, and starchy ingredients for a thicker soup (usually taro)."
lobby,Lobby,British,stew,"The dish is a traditional stew or casserole, containing corned beef, potatoes and onion."
lunggoi_katsa,Lunggoi Katsa,Tibetan,stew,"The dish is composed of stewed sheep's head, with curry, fennel, monosodium glutamate and salt."
molagoottal,Molagoottal,Indian,stew,The dish is a stew with coconut and lentils as a base.
sonofabitch_stew,Sonofabitch stew,American,stew,"The dish is a cowboy dish. Various recipes exist for this beef stew, and some sources say its ingredients may vary according to whatever is on hand."
sagamite,Sagamite,American,stew,"The dish is made from hominy, cornmeal, or Indian corn and grease (from animal fat)."
mulligan_stew,Mulligan stew,American,stew,The dish is broadly defined as a stew made of odds and ends or any available ingredients.
ollada,Ollada,French,casserole,"The dish is a stew of potatoes, beans and cabbage or turnips."
ostrich_stew,Ostrich stew,South African,stew,"This dish is a stew prepared using ostrich meat as a primary ingredient. The meat can be diced into cubes, and leg meat from the ostrich is sometimes used."
purin,Purin,Japanese,dessert,The dish is custard pudding.
gionb,Gionbō,Japanese,sweets,"This sweet is made using a particular variety of dried persimmon, and has the filling made from a soft form of rice cake with bean jam, then sprinkling white sugar over it."
gyhi,Gyūhi,Japanese,rice,"This sweet is a softer variety of rice cake, which is made from either glutinous rice itself or from glutinous rice flour."
