dish_id,name,primary_cuisine,primary_coarse,countries,region,description,ingredients_matched,n_ingredients,has_cdb_match,source
joshpara,Joshpara,Azerbaijani,dumpling,"[""Azerbaijan"", ""Iran"", ""Tajikistan"", ""Uzbekistan""]",Western Asia,made of unleavened wheat dough squares filled with ground meat and condiments.,"['ground_beef', 'wheat_flour']",2,False,worldcuisines
piti,Piti,Armenian,meat,"[""Armenia"", ""Azerbaijan"", ""Georgia""]",Western Asia,"It is made with mutton and vegetables (tomatoes, potatoes, chickpeas), infused with saffron water to add flavour and colour, all covered by a lump of fat, and cooked in a sealed crock",[],0,False,worldcuisines
khash,Khash,Armenian,soup,"[""Afghanistan"", ""Albania"", ""Armenia"", ""Azerbaijan"", ""Bosnia and Herzegovina"", ""Bulgaria"", ""Georgia"", ""Greece"", ""Iran"", ""Iraq"", ""Turkey"", ""North Macedonia"", ""Mongolia""]",Eastern Europe,"This dish consists of boiled cow or sheep parts, which might include the head, feet, and stomach (tripe).",['vegetable_oil'],1,False,worldcuisines
fun_guo,Fun guo,Chinese,dumpling,"[""China""]",Eastern Asia,"This dish is a variety of steamed dumpling, which has chopped peanuts, garlic chives, ground pork, dried shrimp, dried radish and shiitake mushrooms as its fillings.","['garlic', 'pork', 'shrimp']",3,False,worldcuisines
wonton,Wonton,Chinese,dumpling,"[""China""]",Eastern Asia,"This dish is a type of dumpling. The are several common regional variations of shape, but the most versatile shape is a simple right triangle, made by folding the square wrapper in half by pulling together two diagonally opposite corners. The most common filling is ground pork or chicken and shrimp with a small amount of flour added as a binder.","['chicken', 'pork', 'shrimp', 'wheat_flour']",4,True,worldcuisines
zhaliang,Zhaliang,Chinese,dim sum,"[""China""]",Eastern Asia,This dish is a dim sum made by tightly wrapping rice noodle roll around youtiao fried dough.,"['pasta_dry', 'rice', 'rice_noodle', 'wheat_flour']",4,False,worldcuisines
water_chestnut_cake,Water chestnut cake,Chinese,dim sum,"[""China""]",Eastern Asia,This dish is a sweet dim sum made of water chestnut.,['sugar'],1,True,worldcuisines
malay_sponge_cake,Malay sponge cake,Chinese,dim sum,"[""China"", ""Hong Kong"", ""Malaysia"", ""Singapore"", ""Cambodia"", ""Laos"", ""Thailand""]",South Eastern Asia,"This dish is made of lard or butter, flour, and eggs, using a bamboo steamer to develop puffiness.","['butter', 'egg', 'wheat_flour']",3,False,worldcuisines
chicken_feet,Chicken feet,Chinese,meat,"[""China"", ""Indonesia"", ""Jamaica"", ""Korea"", ""Malaysia"", ""Mexico"", ""Philippines"", ""Portugal"", ""South Africa"", ""Thailand"", ""Trinidad and Tobago""]",Global,This dish is a part of chicken which cooked and eaten in many countries. This dish has a distinct gelatinous texture different from the rest of the chicken meat.,['chicken'],1,False,worldcuisines
spare_ribs,Spare ribs,Chinese,meat,"[""China"", ""United States""]",Eastern Asia,"This dish is a variety of ribs cut from the lower portion of a pig, specifically the belly and breastbone, behind the shoulder, and include 11 to 13 long bones. It is typically cooked low and slow, either smoked, grilled, or braised.","['corn', 'fish', 'peanut', 'pork', 'shrimp', 'soy_sauce', 'sugar']",7,True,worldcuisines
shrimp_toast,Shrimp toast,Hong Kong,dim sum,"[""China""]",Eastern Asia,"The dish is a dim sum dish. It is made from small triangles of bread, coated with a paste made from minced shrimp and cooked by baking or deep frying.","['bread', 'chili', 'egg', 'fish', 'garlic', 'ginger', 'onion', 'salt', 'shrimp', 'soy_sauce', 'sugar', 'vegetable_oil']",12,True,worldcuisines
coconut_bar,Coconut bar,Chinese,dessert,"[""China""]",Eastern Asia,"The dish is a refrigerated dim sum dessert. It is sweet and has a soft, gelatin-like texture but is white in color rather than translucent like gelatin. The dessert is made of coconut milk (preferably freshly made) and set with a mixture of wheat starch and corn starch, or a mixture of agar agar and gelatin. It is sweetened, and sometimes sprinkled with desiccated coconuts.","['butter', 'coconut', 'coconut_milk', 'corn', 'egg', 'milk', 'salt', 'sugar', 'vanilla', 'wheat_flour']",10,True,worldcuisines
mango_pudding,Mango pudding,Hong Kong,dessert,"[""Singapore"", ""Malaysia"", ""Thailand"",""China""]",Eastern Asia,"The dish is a very popular dessert. The fresh variant is prepared by the restaurant or eatery and consists of agar or gelatin, mangoes, evaporated milk, and sugar. In addition, fresh fruit such as mango, strawberries, berries and kiwifruit, are occasionally added as garnish. Served and eaten refrigerator cold, it has a rich and creamy texture.","['corn', 'egg', 'lemon', 'mango', 'milk', 'salt', 'sugar']",7,True,worldcuisines
tong_sui,Tong sui,Chinese,soup,"[""China""]",Eastern Asia,The dish is a collective term for any sweet soup served as a dessert typically at the end of a meal.,[],0,False,worldcuisines
apple_dumpling,Apple dumpling,Austrian,pastry,"[""Austria"", ""Czech Republic"", ""Germany"", ""United Kingdom"", ""United States""]",Northern Europe,"The dish is a baked or boiled pastry-wrapped apple. To prepare it, apples are peeled, cored and sometimes quartered and placed on a portion of dough. The hole from the core may be filled with cinnamon, butter and sugar and sometimes dried fruit such as raisins, sultanas, or currants. The dough is folded over the apples and sealed. Sometimes a spiced sauce is poured over the dumplings which are then baked until tender; the sugar and butter create a sweet sauce. It can be served hot, cold, or room temperature for breakfast, dessert, or as a main dish. ","['apple', 'butter', 'corn', 'egg', 'sugar', 'vegetable_oil', 'walnut', 'wheat_flour']",8,True,worldcuisines
bath_bun,Bath bun,English,bread,"[""England""]",Northern Europe,"The dish is a sweet roll made from a milk-based yeast dough with crushed sugar sprinkled on top after baking. Variations in ingredients include enclosing a lump of sugar in the bun or adding candied fruit peel, currants, raisins or sultanas.","['milk', 'sugar', 'wheat_flour']",3,False,worldcuisines
belgian_bun,Belgian bun,British,bread,"[""United Kingdom""]",Northern Europe,"The dish is a sweet bun containing sultanas and usually topped with fondant icing and half a glace cherry. Some recipes also include lemon curd. The bun is round or square shaped, with rounded off edges",['lemon'],1,False,worldcuisines
boston_bun,Boston bun,Australian,bread,"[""Australia"", ""New Zealand""]",Australia and New Zealand,"The dish is a large spiced bun with a thick layer of coconut icing. Traditionally the bun contains sieved mashed potato, and modern versions sometimes contain raisins or sultanas. It is often served sliced and buttered, to accompany a cup of tea.","['coconut', 'potato', 'tea']",3,False,worldcuisines
bun_kebab,Bun kebab,Pakistani,bread,"[""Pakistan""]",Southern Asia,"The dish is a sandwich. It is eaten as a regular street food. It is usually eaten as a main course or snack. It consists of a shallow-fried spicy patty, onions, and chutney. The chutney is made up from tamarind, salt, cumin powder, whole red chillies, and/or yogurt in a grilled bun. The patties are typically composed of ground beef or mutton, ground lentils, powdered cumin seeds, and an egg batter. Although they can be vegetarian. The patties are fried in ghee or oil. They can also be served with a fried egg or omelette and topped with tomatoes, cucumbers, or onions.","['beef', 'cumin', 'egg', 'ground_beef', 'salt', 'vegetable_oil', 'yogurt']",7,False,worldcuisines
buuelo,Buñuelo,Spanish,fritter,"[""Spain"", ""Colombia"", ""Cuba"", ""Dominican Republic"", ""Nicaragua"", ""Philippines"", ""Puerto Rico"", ""Mexico"", ""Peru"", ""Italy"", ""Uruguay"", ""Israel""]",Global,"The dish is a fried dough fritter. They typically consist of a simple, wheat-based yeast dough, often flavored with anise, that is thinly rolled, cut or shaped into individual pieces, then fried and finished off with a sweet topping. It may be filled with a variety of things, sweet or savory. They can be round in ball shapes or disc-shaped.",['wheat_flour'],1,False,worldcuisines
cheese_bun,Cheese bun,Brazilian,bread,"[""Brazil""]",South America,"The dish refer to a variety of small, baked, cheese-flavored rolls, a popular snack and breakfast food. It may be made with cassava and or corn starch, and cheese. In countries where the snack is popular, it is inexpensive and often sold from street vendors, bakeries, in snack shops, and in grocery stores. ","['cheese', 'corn', 'egg', 'milk', 'salt']",5,True,worldcuisines
chelsea_bun,Chelsea bun,British,bread,"[""United Kingdom""]",Northern Europe,"The dish is a type of currant bun that was first baked in the 18th century. The bun is made of a rich yeast dough flavoured with lemon peel, cinnamon or mixed spice. The dough is rolled out, spread with a mixture of currants, brown sugar and butter, then formed into a square-sided log. The process of making this bun is very similar to that involved in producing the cinnamon roll. After being baked, traditionally the bun is glazed with syrup (or cold water and sugar). It is glazed while still hot so that the water evaporates and leaves a sticky sugar coating. Commercially made buns are sometimes topped with glace icing. ","['butter', 'egg', 'lemon', 'milk', 'salt', 'sugar', 'wheat_flour']",7,True,worldcuisines
finger_bun,Finger bun,Australian,bread,"[""Australia"", ""New Zealand"", ""United Kingdom""]",Australia and New Zealand,The dish is a fruit bun. At one time it was a bakery and school staple but its popularity has waned.,[],0,False,worldcuisines
fruit_bun,Fruit bun,British,bread,"[""United Kingdom"", ""Jamaica"", ""Australia"", ""Singapore"", ""India""]",Australia and New Zealand,"The dish is a type of sweet roll made with fruit, fruit peel, spices and sometimes nuts. They are made with fruit and fruit peel , which are sprinkled and cooked with sugar nibs.",['sugar'],1,False,worldcuisines
tuna_bun,Tuna bun,Hong Kong,bread,"[""China""]",Eastern Asia,The dish is a bun that contains tuna paste.,['tuna'],1,False,worldcuisines
sticky_bun,Sticky bun,Global,bread,"[""Global""]",Global,"The dish is a type of dessert or breakfast sweet roll that generally consist of rolled pieces of leavened dough — sometimes containing brown sugar or cinnamon — compressed together to form a kind of flat loaf corresponding to the size of the pan in which they are to be baked. Before the dough is placed in the baking-pan, the latter is lined with the ""sticky"" ingredients, such as brown sugar or honey (or both), as well as nuts and raisins and perhaps more sugar and sometimes butter. After the buns are baked, they are inverted so that the pan lining then becomes a topping.","['butter', 'egg', 'honey', 'salt', 'sugar', 'wheat_flour']",6,True,worldcuisines
ham_and_egg_bun,Ham and egg bun,Hong Kong,sandwich,"[""China"", ""Brazil"", ""United States""]",Eastern Asia,The dish is a bun or bread that contains a sheet of egg and ham.,"['bread', 'egg']",2,False,worldcuisines
pigs_in_a_blanket,Pigs in a blanket,American,bread,"[""United States""]",Northern America,"The dish is a small hot dogs or other sausages individually wrapped in pastry, commonly served as an appetizer.","['butter', 'mustard', 'pepper', 'salt']",4,True,worldcuisines
sally_lunn_bun,Sally Lunn bun,English,bread,"[""England""]",Northern Europe,"The dish is a large bun or teacake, a type of batter bread, made with a yeast dough including cream and eggs. Sometimes served warm and sliced, with butter.","['bread', 'butter', 'cream', 'egg', 'wheat_flour']",5,False,worldcuisines
pan_de_muerto,Pan de muerto,Mexican,bread,"[""Mexico""]",Central America,"The dish is a type of sweet bread. It is a sweetened soft bread shaped like a bun, often decorated with bone-shaped phalanx pieces. Some traditions state that the rounded or domed top of the bread represents a grave. It usually has skulls or crossbones added in extra dough.","['bread', 'butter', 'egg', 'salt', 'sugar', 'wheat_flour']",6,True,worldcuisines
qrashel,Qrashel,Moroccan,bread,"[""Morocco""]",Northern Africa,"The dish is traditional sweet sesame rolls, made with anise and fennel. They can be served with tea or coffee, and dipped in cheese, olive oil, jam or honey. The rolls are similar to brioche, but the anise seeds give them an extra flavor.","['cheese', 'coffee', 'honey', 'olive_oil', 'sesame_seed', 'tea', 'vegetable_oil']",7,False,worldcuisines
saffron_bun,Saffron bun,British,bread,"[""Canada"", ""Netherlands"", ""Sweden""]",Northern Europe,"The dish is a rich, spiced yeast-leavened sweet bun that is flavoured with saffron and contains dried fruit including currants and raisins similar to a teacake. The main ingredients are plain flour, butter, yeast, caster sugar, currants and sultanas.","['butter', 'cream', 'egg', 'milk', 'salt', 'sugar', 'wheat_flour']",7,True,worldcuisines
pork_chop_bun,Pork chop bun,Macanese,bread,"[""Macau""]",Eastern Asia,The dish consists of a bun which is extremely crisp outside and very soft inside. A fried pork chop is filled into the bun horizontally.,['pork'],1,False,worldcuisines
pets_de_surs,Pets de sœurs,Canadian,pastry,"[""Canada""]",Northern America,"The dish is a dessert that is made from pie dough; often from left over dough, that is layered with butter, brown sugar, then rolled, sliced, placed in a pan, covered with additional brown sugar, and finally baked.","['butter', 'sugar', 'wheat_flour']",3,False,worldcuisines
manchet,Manchet,British,bread,"[""United Kingdom""]",Northern Europe,"The dish is a wheaten, yeast-leavened bread of very good quality, or a small flat circular loaf. It was a bread that was small enough to be held in the hand.",['bread'],1,False,worldcuisines
pineapple_bun,Pineapple bun,Hong Kong,bread,"[""Hong Kong""]",Eastern Asia,"The dish is a kind of sweet bun. Despite the name, it does not traditionally contain pineapple; rather, the name refers to the look of the characteristic topping (which resembles the texture of a pineapple).",['pineapple'],1,False,worldcuisines
hot_dog_bun,Hot dog bun,American,bread,"[""United States""]",Northern America,The dish is a type of soft bun shaped specifically to contain a hot dog or another type of sausage.,"['butter', 'egg', 'milk', 'salt', 'sausage', 'sugar', 'wheat_flour']",7,True,worldcuisines
heiwecke,Heißwecke,German,bread,"[""Germany"", ""Poland"", ""Netherlands"", ""United Kingdom"", ""Sweden""]",Northern Europe,The dish is a sweet bread roll made with milk and wheat flour that is eaten hot.,"['bread', 'milk', 'wheat_flour']",3,False,worldcuisines
honey_bun,Honey bun,American,bread,"[""United States""]",Northern America,The dish is a fried yeast pastry that contains honey and a swirl of cinnamon in the dough and is glazed with icing.,"['apple', 'egg', 'honey', 'salt', 'sugar', 'vanilla', 'vegetable_oil', 'walnut', 'wheat_flour']",9,True,worldcuisines
christmas_ham,Christmas ham,Northern European,meat,"[""Sweden"", ""Finland"", ""United States"", ""Australia"", ""Philippines""]",South Eastern Asia,The dish is a ham often served for special occassion dinner.,[],0,False,worldcuisines
croque_monsieur,Croque monsieur,French,bread,"[""France""]",Western Europe,"The dish is traditionally made with baked or boiled ham and sliced cheese between slices of bread, topped with grated cheese and lightly salted and peppered, and then baked in an oven or fried in a frying pan. The bread may optionally be browned by grilling after being dipped in beaten egg.","['bread', 'butter', 'cheese', 'cream', 'egg', 'mustard', 'salt', 'vegetable_oil', 'wheat_flour']",9,True,worldcuisines
denver_sandwich,Denver sandwich,American,bread,"[""United States""]",Northern America,"The dish consists of an omelette (consisting of at least ham, onion, green pepper, and scrambled eggs), sandwiched between two pieces of bread.","['bread', 'egg', 'onion', 'pepper']",4,False,worldcuisines
francesinha,Francesinha,Portuguese,bread,"[""Portugal""]",Southern Europe,"The dish is a sandwich made with layers of toasted bread and assorted hot meats such as roast, steak, wet-cured ham over which sliced cheese is melted by the ladling of a near-boiling tomato-and-beer sauce. It is typically served with french fries.","['bread', 'cheese', 'tomato', 'vegetable_oil']",4,False,worldcuisines
ham_and_cheese_sandwich,Ham and cheese sandwich,British,bread,"[""United Kingdom""]",Northern Europe,"The dish is a common type of sandwich. The bread may be fresh or toasted, filled with ham and chesse, and it can be made with a variety of toppings including cheese and Vegetable like lettuce, tomato, onion or pickle slices. Various kinds of mustard and mayonnaise are also common.","['bread', 'butter', 'cheese', 'cream', 'egg', 'lettuce', 'milk', 'onion', 'pepper', 'salt', 'sugar', 'tomato', 'wheat_flour']",13,True,worldcuisines
ham_and_eggs,Ham and eggs,American,egg,"[""United States""]",Northern America,The dish is a dish combining various preparations of ham and egg.,['egg'],1,False,worldcuisines
ham_salad,Ham salad,American,salad,"[""United States"", ""United Kingdom"", ""Canada"", ""Australia""]",Australia and New Zealand,"The dish primary ingredient, ham, is mixed with smaller amounts of chopped Vegetable or relishes, and the whole is bound with liberal amounts of a mayonnaise, salad cream, or other similar style of salad dressing.","['carrot', 'cream', 'onion', 'pepper', 'potato']",5,True,worldcuisines
ham_sandwich,Ham sandwich,British,bread,"[""United Kingdom""]",Northern Europe,"The dish is a common type of sandwich. The bread may be fresh or toasted, filled with ham, and it can be made with a variety of toppings including cheese and vegetable like lettuce, tomato, onion or pickle slices. Various kinds of mustard and mayonnaise are also common.","['bread', 'cheese', 'cream', 'lettuce', 'mayonnaise', 'onion', 'tomato']",7,True,worldcuisines
hawaiian_pizza,Hawaiian pizza,Canadian,pizza,"[""Canada""]",Northern America,"The dish is a pizza traditionally topped with pineapple, tomato sauce, mozzarella cheese, and either ham or bacon.","['bacon', 'cheese', 'chicken', 'mozzarella', 'pineapple', 'tomato']",6,True,worldcuisines
jambonbeurre,Jambon-beurre,French,bread,"[""France""]",Western Europe,"The dish is a ham sandwich made of a fresh baguette sliced open, spread with butter (salted or unsalted) and filled with slices of ham.",['butter'],1,False,worldcuisines
chee_cheong_fun,Chee Cheong Fun,Hong Kong,dim sum,"[""China""]",Eastern Asia,"The dish is a thin roll made from a wide strip of shahe rice noodles, filled with shrimp, beef, Vegetable, or other ingredients. Seasoned soy sauce – sometimes with sauce drippings – is poured over the dish upon serving.","['beef', 'pasta_dry', 'rice', 'shrimp', 'soy_sauce']",5,False,worldcuisines
plecing_kangkung,Plecing Kangkung,Indonesian,vegetable,"[""Indonesia""]",South Eastern Asia,"The dish is made from blanched water spinach leaves and served cold with sambal made from ground red chili pepper, shallot, garlic, bird's eye chili, candlenut, kaffir lime, shrimp paste, salt, and sugar.","['chili', 'garlic', 'lime', 'onion', 'pepper', 'salt', 'shrimp', 'spinach', 'sugar']",9,False,worldcuisines
cap_cay,Cap cay,Chinese,stir fry,"[""China"", ""Indonesia""]",South Eastern Asia,"The dish consists of various Vegetable such as cauliflower, cabbage, Chinese cabbage, Napa cabbage, carrot, baby corn, mushrooms, and leeks are chopped and stir-fried in a wok with small amount of cooking oil and water. Chopped garlic and onion with salt, sugar, soy sauce, cooking wine and oyster sauce are added for flavour. The liquid sauces are thickened using corn starch.","['cabbage', 'carrot', 'corn', 'garlic', 'onion', 'salt', 'soy_sauce', 'sugar', 'vegetable_oil']",9,False,worldcuisines
sayur_lodeh,Sayur lodeh,Indonesian,vegetable,"[""Indonesia""]",South Eastern Asia,"The dish is a vegetable soup prepared from Vegetable cooked in coconut milk. Common ingredients are young unripe jackfruit, eggplant, chayote, melinjo beans and leaves, long beans, green chili pepper, tofu and tempeh, cooked in coconut milk and sometimes enriched with chicken or beef stock.","['beef', 'chicken', 'chili', 'coconut', 'coconut_milk', 'eggplant', 'milk', 'pepper', 'tofu']",9,False,worldcuisines
sayur_asem,Sayur asem,Indonesian,vegetable,"[""Indonesia""]",South Eastern Asia,"The dish consists of Vegetable in tamarind soup. The sweet and sour flavour of this dish is considered refreshing and very compatible with fried or grilled dishes, including fried fish, fried chicken, and is usually eaten with steamed rice and sambal terasi chili paste.","['chicken', 'chili', 'fish', 'rice']",4,False,worldcuisines
efo_riro,Efo riro,Nigerian,vegetable,"[""Nigeria""]",Western Africa,"The dish is a vegetable soup. It was traditionally prepared with the locally grown Vegetable, meat, fish, and a mixture of spices. The choice of Vegetable and proteins varies based on personal preference and regional availability. The most commonly used Vegetable are spinach, pumpkin leaves, or sorrel leaves, often combined with bell peppers, chili peppers, and onions.","['chili', 'fish', 'pepper', 'spinach']",4,False,worldcuisines
ugali,Ugali,Kenyan,corn,"[""Kenya"",""Tanzania"", ""Uganda"", ""Tanzania"", ""Zimbabwe"", ""Zambia"", ""Lesotho"", ""Eswatini"", ""Angola"", ""Mozambique"", ""Namibia"", ""Democratic Republic of the Congo"", ""Malawi"", ""Botswana"", ""South Africa""]",Middle Africa,The dish is a type of corn meal made from maize or corn flour. It is cooked in boiling water or milk until it reaches a stiff or firm dough-like consistency.,"['corn', 'milk', 'vegetable_oil', 'wheat_flour']",4,False,worldcuisines
bobotie,Bobotie,South African,meat,"[""South Africa""]",Southern Africa,The dish consists of spiced minced meat baked with an egg-based topping.,"['almond', 'beef', 'egg', 'milk', 'onion', 'pepper', 'salt', 'sugar', 'turmeric', 'vegetable_oil', 'vinegar']",11,True,worldcuisines
potjiekos,Potjiekos,South African,meat,"[""South Africa""]",Southern Africa,"The dish is made by first adding cooking oil to a potjie, and placed on a fire until hot. Meat is added, typically lamb or pork. The meat is spiced and often a form of alcohol is added for flavor - mostly beer or a dessert wine.","['lamb', 'pork', 'vegetable_oil']",3,False,worldcuisines
vetkoek,Vetkoek,South African,bread,"[""South Africa""]",Southern Africa,"The dish is a fried dough similar in shape to a doughnut without a hole, and is made with a yeast dough. The dish is also often made alongside a curry mince, which is stuffed inside.","['curry_paste', 'salt', 'sugar', 'wheat_flour']",4,True,worldcuisines
bunny_chow,Bunny chow,South African,bread,"[""South Africa""]",Southern Africa,The dish consisting of a hollowed-out loaf of white bread filled with curry and a serving of salad on the side.,"['bread', 'curry_paste']",2,False,worldcuisines
pirozhki,Pirozhki,Russian,bread,"[""Russia"", ""Armenia"", ""Azerbaijan"", ""Belarus"", ""Estonia"", ""Finland"", ""Iran"", ""Kazakhstan"", ""Kyrgyzstan"", ""Latvia"", ""Macedonia"", ""Mongolia"", ""Greece"", ""Serbia"", ""Tajikistan"", ""Turkmenistan"", ""Ukraine"", ""Uzbekistan""]",Global,"The dish is a baked or fried yeast-leavened boat-shaped buns with a variety of fillings. They come in sweet or savory varieties. Common savory fillings include ground meat, mashed potato, mushrooms, boiled egg with scallions, or cabbage. Typical sweet fillings are fruit (apple, cherry, apricot, lemon), jam, or tvorog","['apple', 'butter', 'cabbage', 'cream', 'egg', 'ground_beef', 'lemon', 'onion', 'potato', 'salt', 'vegetable_oil', 'wheat_flour']",12,True,worldcuisines
matapa,Matapa,Mozambican,vegetable,"[""Mozambique""]",Eastern Africa,"The dish is prepared with young cassava leaves, which are usually ground in a large wooden mortar and pestle before being cooked with garlic, onion and coconut milk.","['coconut', 'coconut_milk', 'garlic', 'milk', 'onion']",5,False,worldcuisines
konro,Konro,Indonesian,soup,"[""Indonesia""]",South Eastern Asia,"This soup is made with ribs, such as spareribs or beef as main ingredient. The soup is brown-black in color and eaten either with rice cake cut into bite-size pieces or rice. The spicy and strong-tasting soup is made from a mixture of rich spices, which includes coriander, a fruit that gives it its blackish color, also small amount of nutmeg, turmeric, galangal, cinnamon, tamarind, lemongrass, clove, and  bayleaf.","['beef', 'coriander', 'rice', 'turmeric']",4,False,worldcuisines
pan_de_jamn,Pan de jamón,Venezuelan,bread,"[""Venezuela""]",South America,"The dish is a bread, filled with ham, raisins and green olives. Many variations have been created, some filling the bread with other ingredients like turkey or cream cheese and others using puff pastry as the dough.","['bread', 'cheese', 'cream', 'turkey', 'wheat_flour']",5,False,worldcuisines
schnitz_un_knepp,Schnitz un knepp,American,meat,"[""United States""]",Northern America,The dish consists of ham or pork shoulder with dried apples and dumplings.,['pork'],1,False,worldcuisines
toast_hawaii,Toast Hawaii,German,bread,"[""Germany""]",Western Europe,"The dish is an open sandwich consisting of a slice of toast with ham and cheese, and a maraschino cherry in the middle of a pineapple slice, baked so that the cheese starts to melt.","['cheese', 'pineapple']",2,False,worldcuisines
senate_bean_soup,Senate bean soup,American,soup,"[""United States""]",Northern America,"The dish is a soup made with navy beans, ham hocks, and onion.","['carrot', 'celery', 'garlic', 'onion', 'salt']",5,True,worldcuisines
schweinshaxe,Schweinshaxe,German,meat,"[""Germany"", ""Austria""]",Western Europe,"The dish is a roasted ham hock (or pork knuckle). The ham hock is the end of the pig's leg, just above the ankle and below the meaty ham portion.","['carrot', 'celery', 'cumin', 'onion', 'pork', 'salt']",6,True,worldcuisines
pata_tim,Pata tim,Filipino,meat,"[""Philippines""]",South Eastern Asia,"The dish is a braised pork hock dish slow-cooked until very tender in soy sauce, black peppercorns, garlic, bay leaves, and star anise sweetened with sugar.","['garlic', 'pork', 'soy_sauce', 'sugar']",4,False,worldcuisines
paksiw_na_baboy,Paksiw na baboy,Filipino,meat,"[""Philippines""]",South Eastern Asia,"The dish consists of pork, usually hock or shank, cooked in ingredients similar to those in adobo but with the addition of sugar and banana blossoms (or pineapples) to make it sweeter and water to keep the meat moist and to yield a rich sauce.","['banana', 'pork', 'sugar']",3,False,worldcuisines
eisbein,Eisbein,German,meat,"[""Germany""]",Western Europe,"The dish consists of corned ham hock, usually cured and slightly boiled.","['basil', 'chili', 'pepper', 'pork', 'salt', 'vegetable_oil']",6,True,worldcuisines
crispy_pata,Crispy pata,Filipino,meat,"[""Philippines""]",South Eastern Asia,The dish consists of deep fried pig trotters or knuckles served with a soy-vinegar dip.,['vinegar'],1,False,worldcuisines
akashiyaki,Akashiyaki,Japanese,dumpling,"[""Japan""]",Eastern Asia,The dish is a small round dumpling. The dumpling is made of an egg-rich batter and octopus dipped into a thin fish broth before eating.,"['egg', 'fish']",2,False,worldcuisines
akok,Akok,Malaysian,dessert,"[""Malaysia""]",South Eastern Asia,"The dish can be consumed as a snack or as a dessert. It is made with flour, sugar, eggs, and coconut milk. The dish has two main variants. The former consists of the ingredients aforementioned. While the latter incorporates brown sugar or palm sugar into the batter mixture, which gives it a darker colouration.","['coconut', 'coconut_milk', 'egg', 'milk', 'sugar', 'wheat_flour']",6,False,worldcuisines
aletria,Aletria,Portuguese,dessert,"[""Portugal""]",Southern Europe,The dish is a custardy dessert based on thin like pasta.,['pasta_dry'],1,False,worldcuisines
ant_egg_soup,Ant egg soup,Lao,soup,"[""Laos"", ""Thailand"", ""Cambodia""]",South Eastern Asia,"The dish is a soup made from the eggs of the weaver ant species. Recipes for the dish may include ingredients such as chicken stock, lemongrass, fish sauce, chilies, tamarind, shallot and spring onion.","['chicken', 'chili', 'egg', 'fish', 'fish_sauce', 'onion']",6,False,worldcuisines
avgolemono,Avgolemono,Greek,soup,"[""Greece""]",Southern Europe,"The dish is a family of sauces and soups made with egg yolk and lemon juice mixed with broth, heated until they thicken. As a soup, this dish usually starts with chicken broth, though meat (usually lamb), fish, or vegetable broths are also used.","['chicken', 'egg', 'fish', 'lamb', 'lemon', 'salt']",6,True,worldcuisines
baghali_ghatogh,Baghali ghatogh,Iranian,stew,"[""Iran""]",Southern Asia,"The dish is a stew made with fava beans, dill, and eggs. It's usually served with  rice dish. It is spiced with turmeric, salt, garlic, and sometimes pepper.","['egg', 'garlic', 'pepper', 'rice', 'salt', 'turmeric']",6,False,worldcuisines
balut,Balut,Filipino,egg,"[""Philippines"", ""Vietnam"", ""Cambodia""]",South Eastern Asia,The dish is a fertilized developing egg embryo that is boiled or steamed and eaten from the shell.,"['egg', 'vegetable_oil']",2,False,worldcuisines
fried_egg,Fried egg,Global,egg,"[""Global""]",Global,It is a cooked dish made from one or more eggs which are removed from their shells and placed into a frying pan and fried.,"['egg', 'eggplant', 'pepper', 'salt', 'vegetable_oil', 'wheat_flour']",6,True,worldcuisines
carbonara,Carbonara,Italian,pasta,"[""Italy""]",Southern Europe,"The dish is a pasta dish made with fatty cured pork, hard cheese, eggs, salt, and black pepper.","['bacon', 'black_pepper', 'butter', 'cheese', 'chicken', 'egg', 'mushroom', 'pasta_dry', 'pepper', 'pork', 'salt', 'tortilla']",12,True,worldcuisines
century_egg,Century egg,Chinese,egg,"[""China""]",Eastern Asia,"The dish is an egg-based culinary dish made by preserving duck, chicken, or quail eggs in a mixture of clay, ash, salt, quicklime, and rice hulls for several weeks to several months, depending on the processing method.","['chicken', 'duck', 'egg', 'onion', 'pork', 'rice', 'salt', 'vegetable_oil']",8,True,worldcuisines
lbr,Çılbır,Turkish,egg,"[""Turkey"", ""Bosnia and Herzegovina"", ""Montenegro"", ""Serbia""]",Western Asia,The dish consists of poached eggs with yogurt (often with garlic mixed in).,"['egg', 'garlic', 'yogurt']",3,False,worldcuisines
creamed_eggs_on_toast,Creamed eggs on toast,American,bread,"[""United States""]",Northern America,"The dish consists of toast or biscuits covered in a gravy made from béchamel sauce and chopped hard-boiled eggs. The gravy is often flavored with various seasonings, such as black pepper, garlic powder, celery salt, Worcestershire sauce, sherry, chopped parsley and/or chopped chives.","['black_pepper', 'celery', 'egg', 'garlic', 'pepper', 'salt', 'vegetable_oil']",7,False,worldcuisines
boiled_egg,Boiled egg,Global,egg,"[""Global""]",Global,"The dish is egg, typically from a chicken, cooked with their shells unbroken, usually by immersion in boiling water. Hard-boiled version are cooked so that the egg white and egg yolk both solidify, while soft-boiled version may leave the yolk, and sometimes the white, at least partially liquid and raw. ","['chicken', 'egg', 'garlic', 'onion', 'soy_sauce', 'sugar', 'vegetable_oil']",7,True,worldcuisines
