dish_id,ingredients_json,n_ingredients,cook_method,total_grams,calories_approx,protein_g_approx
japanesestyle_peanuts,"[{""name"": ""peanut"", ""grams"": 100}, {""name"": ""wheat_flour"", ""grams"": 50}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""sugar"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 20}]",6,deep_fry,197.0,680,22.0
bacalhau_z_do_pipo,"[{""name"": ""cod"", ""grams"": 200}, {""name"": ""milk"", ""grams"": 100}, {""name"": ""potato"", ""grams"": 300}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""mayonnaise"", ""grams"": 80}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 5}]",7,bake,737.0,650,35.0
brudet,"[{""name"": ""fish"", ""grams"": 200}, {""name"": ""onion"", ""grams"": 80}, {""name"": ""tomato"", ""grams"": 100}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""vinegar"", ""grams"": 15}, {""name"": ""olive_oil"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}]",8,braise,432.0,320,28.0
cochinita_pibil,"[{""name"": ""pork"", ""grams"": 200}, {""name"": ""lime"", ""grams"": 30}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""cumin"", ""grams"": 5}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""vinegar"", ""grams"": 20}]",8,roast,425.0,550,35.0
kilishi,"[{""name"": ""beef"", ""grams"": 200}, {""name"": ""lamb"", ""grams"": 100}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 3}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""garlic"", ""grams"": 10}]",7,dry,333.0,550,65.0
koba,"[{""name"": ""peanut"", ""grams"": 80}, {""name"": ""sugar"", ""grams"": 40}, {""name"": ""rice"", ""grams"": 60}, {""name"": ""banana"", ""grams"": 100}, {""name"": ""honey"", ""grams"": 20}, {""name"": ""corn"", ""grams"": 50}]",6,steam,350.0,520,12.0
bambalouni,"[{""name"": ""wheat_flour"", ""grams"": 150}, {""name"": ""sugar"", ""grams"": 30}, {""name"": ""vegetable_oil"", ""grams"": 50}, {""name"": ""honey"", ""grams"": 20}]",4,deep_fry,250.0,850,12.0
fritaja,"[{""name"": ""egg"", ""grams"": 100}, {""name"": ""bacon"", ""grams"": 40}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""spinach"", ""grams"": 30}, {""name"": ""zucchini"", ""grams"": 40}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}, {""name"": ""vegetable_oil"", ""grams"": 10}]",9,fry,258.0,320,22.0
qaz,"[{""name"": ""salt"", ""grams"": 10}, {""name"": ""black_pepper"", ""grams"": 5}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""onion"", ""grams"": 25}]",4,smoke,350.0,550,40.0
assidat_zgougou,"[{""name"": ""pine_nut"", ""grams"": 80}, {""name"": ""wheat_flour"", ""grams"": 60}, {""name"": ""milk"", ""grams"": 200}, {""name"": ""cream"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 50}, {""name"": ""vanilla"", ""grams"": 5}]",6,boil,495.0,520,12.0
papadzules,"[{""name"": ""corn"", ""grams"": 100}, {""name"": ""egg"", ""grams"": 100}, {""name"": ""tomato"", ""grams"": 80}, {""name"": ""chili"", ""grams"": 10}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 2}]",7,boil,377.0,420,22.0
panucho,"[{""name"": ""wheat_flour"", ""grams"": 80}, {""name"": ""black_bean"", ""grams"": 60}, {""name"": ""cabbage"", ""grams"": 40}, {""name"": ""turkey"", ""grams"": 50}, {""name"": ""tomato"", ""grams"": 30}, {""name"": ""onion"", ""grams"": 20}, {""name"": ""avocado"", ""grams"": 40}, {""name"": ""pepper"", ""grams"": 15}, {""name"": ""vegetable_oil"", ""grams"": 15}]",9,fry,350.0,450,25.0
mixiote,"[{""name"": ""lamb"", ""grams"": 200}, {""name"": ""chili"", ""grams"": 30}, {""name"": ""cumin"", ""grams"": 5}, {""name"": ""garlic"", ""grams"": 15}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""vinegar"", ""grams"": 20}]",7,braise,323.0,380,28.0
gringas,"[{""name"": ""wheat_flour"", ""grams"": 120}, {""name"": ""cheese"", ""grams"": 80}, {""name"": ""pork"", ""grams"": 100}, {""name"": ""pineapple"", ""grams"": 60}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 10}]",7,grill,402.0,650,32.0
bife_a_cavalo,"[{""name"": ""beef"", ""grams"": 200}, {""name"": ""rice"", ""grams"": 150}, {""name"": ""black_bean"", ""grams"": 100}, {""name"": ""lettuce"", ""grams"": 50}, {""name"": ""tomato"", ""grams"": 50}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""olive_oil"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}]",9,grill,602.0,650,45.0
molote,"[{""name"": ""potato"", ""grams"": 100}, {""name"": ""wheat_flour"", ""grams"": 50}, {""name"": ""ground_beef"", ""grams"": 80}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""tomato"", ""grams"": 40}, {""name"": ""chili"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 20}]",8,deep_fry,482.0,580,18.0
cozido_portuguesa,"[{""name"": ""beef"", ""grams"": 100}, {""name"": ""chicken"", ""grams"": 80}, {""name"": ""sausage"", ""grams"": 60}, {""name"": ""potato"", ""grams"": 120}, {""name"": ""carrot"", ""grams"": 80}, {""name"": ""cabbage"", ""grams"": 70}, {""name"": ""rice"", ""grams"": 150}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""onion"", ""grams"": 50}]",9,boil,720.0,850,45.0
longaniza,"[{""name"": ""sausage"", ""grams"": 150}, {""name"": ""olive_oil"", ""grams"": 10}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 2}]",5,fry,169.0,500,25.0
man_pelado,"[{""name"": ""coconut"", ""grams"": 100}, {""name"": ""cheese"", ""grams"": 80}, {""name"": ""sweet_potato"", ""grams"": 200}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""sugar"", ""grams"": 40}, {""name"": ""salt"", ""grams"": 2}]",7,bake,502.0,680,18.0
bacalhau_brs,"[{""name"": ""cod"", ""grams"": 200}, {""name"": ""potato"", ""grams"": 150}, {""name"": ""egg"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""olive_oil"", ""grams"": 20}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""black_pepper"", ""grams"": 2}]",7,fry,537.0,520,42.0
chicharrn,"[{""name"": ""pork"", ""grams"": 300}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 50}]",4,deep_fry,357.0,850,35.0
fricasse,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""tuna"", ""grams"": 80}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""olive_oil"", ""grams"": 15}, {""name"": ""potato"", ""grams"": 60}, {""name"": ""lemon"", ""grams"": 10}, {""name"": ""turmeric"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 3}]",8,fry,320.0,480,28.0
hogs_pudding,"[{""name"": ""pork"", ""grams"": 120}, {""name"": ""bread"", ""grams"": 50}, {""name"": ""oats"", ""grams"": 40}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 3}, {""name"": ""onion"", ""grams"": 30}]",6,grill,248.0,420,22.0
mechouia_salad,"[{""name"": ""tomato"", ""grams"": 150}, {""name"": ""pepper"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 80}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""eggplant"", ""grams"": 120}, {""name"": ""olive_oil"", ""grams"": 20}, {""name"": ""lemon"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""coriander"", ""grams"": 5}]",9,grill,502.0,220,6.0
bissara,"[{""name"": ""black_bean"", ""grams"": 220}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""coriander"", ""grams"": 20}, {""name"": ""cumin"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""olive_oil"", ""grams"": 15}]",7,boil,325.0,470,21.0
salbute,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""chicken"", ""grams"": 80}, {""name"": ""avocado"", ""grams"": 60}, {""name"": ""tomato"", ""grams"": 50}, {""name"": ""lettuce"", ""grams"": 30}, {""name"": ""onion"", ""grams"": 20}, {""name"": ""vegetable_oil"", ""grams"": 15}, {""name"": ""vinegar"", ""grams"": 5}]",8,deep_fry,360.0,520,28.0
tzimmes,"[{""name"": ""carrot"", ""grams"": 200}, {""name"": ""sweet_potato"", ""grams"": 150}, {""name"": ""apple"", ""grams"": 100}, {""name"": ""honey"", ""grams"": 30}, {""name"": ""lemon"", ""grams"": 20}, {""name"": ""butter"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 2}]",7,braise,517.0,320,4.0
lorne_sausage,"[{""name"": ""ground_beef"", ""grams"": 200}, {""name"": ""pork"", ""grams"": 100}, {""name"": ""bread"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 3}, {""name"": ""onion"", ""grams"": 40}]",6,fry,398.0,520,32.0
canja_de_galinha,"[{""name"": ""chicken"", ""grams"": 150}, {""name"": ""carrot"", ""grams"": 100}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""olive_oil"", ""grams"": 15}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""rice"", ""grams"": 40}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}]",8,boil,412.0,380,28.0
doctors_sausage,"[{""name"": ""pork"", ""grams"": 200}, {""name"": ""beef"", ""grams"": 150}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""garlic"", ""grams"": 3}, {""name"": ""sugar"", ""grams"": 2}]",6,boil,412.0,550,45.0
bariis_iskukaris,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""lamb"", ""grams"": 120}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""potato"", ""grams"": 80}, {""name"": ""pepper"", ""grams"": 30}, {""name"": ""vegetable_oil"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}]",8,braise,497.0,680,32.0
krembo,"[{""name"": ""wheat_flour"", ""grams"": 30}, {""name"": ""butter"", ""grams"": 15}, {""name"": ""sugar"", ""grams"": 20}, {""name"": ""egg"", ""grams"": 10}, {""name"": ""chocolate"", ""grams"": 25}, {""name"": ""cream"", ""grams"": 15}, {""name"": ""vanilla"", ""grams"": 2}]",7,no_cook,117.0,380,5.0
kikomando,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""black_bean"", ""grams"": 80}, {""name"": ""avocado"", ""grams"": 50}, {""name"": ""chicken"", ""grams"": 70}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""tomato"", ""grams"": 40}, {""name"": ""vegetable_oil"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 2}]",8,fry,387.0,520,28.0
bhakkha,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""tomato"", ""grams"": 50}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""chili"", ""grams"": 10}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""ginger"", ""grams"": 5}, {""name"": ""turmeric"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 3}, {""name"": ""vegetable_oil"", ""grams"": 15}]",9,steam,270.0,320,6.0
hutspot,"[{""name"": ""potato"", ""grams"": 300}, {""name"": ""carrot"", ""grams"": 200}, {""name"": ""onion"", ""grams"": 100}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""pepper"", ""grams"": 2}]",6,boil,627.0,420,8.0
sincronizada,"[{""name"": ""wheat_flour"", ""grams"": 60}, {""name"": ""cheese"", ""grams"": 70}, {""name"": ""pork"", ""grams"": 50}, {""name"": ""tomato"", ""grams"": 30}, {""name"": ""onion"", ""grams"": 20}, {""name"": ""butter"", ""grams"": 10}]",6,grill,240.0,450,25.0
tlacoyo,"[{""name"": ""corn"", ""grams"": 80}, {""name"": ""cheese"", ""grams"": 30}, {""name"": ""black_bean"", ""grams"": 40}, {""name"": ""pork"", ""grams"": 20}, {""name"": ""onion"", ""grams"": 10}, {""name"": ""chili"", ""grams"": 3}, {""name"": ""salt"", ""grams"": 1}, {""name"": ""vegetable_oil"", ""grams"": 5}]",8,fry,189.0,600,25.0
laffa,"[{""name"": ""wheat_flour"", ""grams"": 300}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""olive_oil"", ""grams"": 15}]",3,bake,505.0,1200,35.0
cezerye,"[{""name"": ""carrot"", ""grams"": 200}, {""name"": ""coconut"", ""grams"": 80}, {""name"": ""walnut"", ""grams"": 50}, {""name"": ""sugar"", ""grams"": 100}, {""name"": ""butter"", ""grams"": 20}]",5,bake,450.0,520,6.0
chai_tow_kway,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""soy_sauce"", ""grams"": 15}, {""name"": ""sesame_oil"", ""grams"": 10}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""chili"", ""grams"": 5}]",6,fry,450.0,400,12.0
tlayuda,"[{""name"": ""tortilla"", ""grams"": 80}, {""name"": ""black_bean"", ""grams"": 60}, {""name"": ""pork"", ""grams"": 50}, {""name"": ""cheese"", ""grams"": 40}, {""name"": ""cabbage"", ""grams"": 30}, {""name"": ""avocado"", ""grams"": 40}, {""name"": ""tomato_sauce"", ""grams"": 20}, {""name"": ""chili"", ""grams"": 5}]",8,fry,325.0,420,22.0
porkkanalaatikko,"[{""name"": ""carrot"", ""grams"": 300}, {""name"": ""rice"", ""grams"": 100}, {""name"": ""milk"", ""grams"": 150}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""sugar"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 3}]",7,bake,638.0,420,14.0
carrot_chip,"[{""name"": ""carrot"", ""grams"": 200}, {""name"": ""vegetable_oil"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 2}]",3,fry,217.0,120,2.0
migas,"[{""name"": ""bread"", ""grams"": 80}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""onion"", ""grams"": 40}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""olive_oil"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""pepper"", ""grams"": 1}]",7,fry,193.0,320,12.0
frittata,"[{""name"": ""egg"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""spinach"", ""grams"": 20}, {""name"": ""cheese"", ""grams"": 30}, {""name"": ""olive_oil"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}]",7,bake,233.0,320,22.0
bourekas,"[{""name"": ""wheat_flour"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""cheese"", ""grams"": 60}, {""name"": ""spinach"", ""grams"": 40}, {""name"": ""egg"", ""grams"": 25}, {""name"": ""salt"", ""grams"": 2}]",6,bake,207.0,420,18.0
compote,"[{""name"": ""apple"", ""grams"": 150}, {""name"": ""sugar"", ""grams"": 50}, {""name"": ""lemon"", ""grams"": 10}, {""name"": ""vanilla"", ""grams"": 2}, {""name"": ""almond"", ""grams"": 15}]",5,boil,229.0,280,2.0
morisqueta,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""black_bean"", ""grams"": 100}, {""name"": ""tomato"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""vegetable_oil"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 5}]",7,saut̩,430.0,500,12.0
p_de_moleque,"[{""name"": ""peanut"", ""grams"": 50}, {""name"": ""sugar"", ""grams"": 40}, {""name"": ""butter"", ""grams"": 10}]",3,boil,100.0,510,13.0
sabich,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""eggplant"", ""grams"": 120}, {""name"": ""egg"", ""grams"": 100}, {""name"": ""cucumber"", ""grams"": 50}, {""name"": ""tomato"", ""grams"": 50}, {""name"": ""mango"", ""grams"": 30}, {""name"": ""vinegar"", ""grams"": 15}]",7,no_cook,495.0,520,22.0
chipotle,"[{""name"": ""chili"", ""grams"": 100}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""cumin"", ""grams"": 3}]",4,smoke,120.0,120,6.0
carne_a_la_tampiquea,"[{""name"": ""beef"", ""grams"": 180}, {""name"": ""tortilla"", ""grams"": 60}, {""name"": ""cheese"", ""grams"": 50}, {""name"": ""avocado"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""tomato"", ""grams"": 40}, {""name"": ""lime"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}]",9,roast,483.0,620,42.0
roast_chicken,"[{""name"": ""chicken"", ""grams"": 500}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""olive_oil"", ""grams"": 15}, {""name"": ""lemon"", ""grams"": 50}, {""name"": ""onion"", ""grams"": 100}, {""name"": ""carrot"", ""grams"": 100}]",8,roast,782.0,850,65.0
tostada,"[{""name"": ""corn"", ""grams"": 100}, {""name"": ""wheat_flour"", ""grams"": 50}, {""name"": ""vegetable_oil"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""lettuce"", ""grams"": 30}, {""name"": ""tomato"", ""grams"": 40}, {""name"": ""onion"", ""grams"": 20}]",7,deep_fry,262.0,380,8.0
babi_hong,"[{""name"": ""pork"", ""grams"": 200}, {""name"": ""soy_sauce"", ""grams"": 30}, {""name"": ""oyster_sauce"", ""grams"": 20}, {""name"": ""sugar"", ""grams"": 15}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""mushroom"", ""grams"": 30}, {""name"": ""vinegar"", ""grams"": 10}]",9,braise,375.0,550,35.0
bakwan,"[{""name"": ""bean_sprout"", ""grams"": 80}, {""name"": ""cabbage"", ""grams"": 60}, {""name"": ""carrot"", ""grams"": 40}, {""name"": ""wheat_flour"", ""grams"": 70}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""vegetable_oil"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}]",8,deep_fry,333.0,420,12.0
youtiao,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 15}]",3,deep_fry,170.0,450,8.0
carrot_pudding,"[{""name"": ""carrot"", ""grams"": 200}, {""name"": ""ground_beef"", ""grams"": 100}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""cream"", ""grams"": 50}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""sugar"", ""grams"": 40}, {""name"": ""bread"", ""grams"": 40}, {""name"": ""black_pepper"", ""grams"": 2}]",8,bake,512.0,580,28.0
arroz_negro,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""black_bean"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""vegetable_oil"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 3}]",7,boil,333.0,420,12.0
paoca,"[{""name"": ""peanut"", ""grams"": 50}, {""name"": ""sugar"", ""grams"": 25}, {""name"": ""honey"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 2}]",4,no_cook,92.0,450,12.0
oxford_sausage,"[{""name"": ""pork"", ""grams"": 100}, {""name"": ""lamb"", ""grams"": 50}, {""name"": ""lemon"", ""grams"": 10}, {""name"": ""bread"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}]",6,fry,185.0,320,22.0
bakso,"[{""name"": ""ground_beef"", ""grams"": 150}, {""name"": ""wheat_flour"", ""grams"": 30}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""beef"", ""grams"": 100}, {""name"": ""rice_noodle"", ""grams"": 50}, {""name"": ""broccoli"", ""grams"": 40}, {""name"": ""bean_sprout"", ""grams"": 30}, {""name"": ""onion"", ""grams"": 15}, {""name"": ""celery"", ""grams"": 10}]",9,boil,430.0,480,38.0
tee_long_pan,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""shrimp"", ""grams"": 30}, {""name"": ""peanut"", ""grams"": 20}, {""name"": ""onion"", ""grams"": 15}, {""name"": ""chili"", ""grams"": 10}, {""name"": ""sesame_oil"", ""grams"": 5}, {""name"": ""soy_sauce"", ""grams"": 10}]",7,steam,240.0,320,18.0
israeli_couscous,"[{""name"": ""wheat_flour"", ""grams"": 100}, {""name"": ""olive_oil"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 2}]",3,boil,167.0,400,12.0
albaloo_polo,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""chicken"", ""grams"": 150}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 30}, {""name"": ""sugar"", ""grams"": 20}, {""name"": ""salt"", ""grams"": 5}]",6,steam,556.0,650,35.0
concoction_rice,"[{""name"": ""rice"", ""grams"": 180}, {""name"": ""vegetable_oil"", ""grams"": 15}, {""name"": ""salt"", ""grams"": 5}]",3,boil,200.0,240,4.0
capirotada,"[{""name"": ""bread"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 80}, {""name"": ""butter"", ""grams"": 20}, {""name"": ""cheese"", ""grams"": 50}, {""name"": ""peanut"", ""grams"": 25}, {""name"": ""coconut"", ""grams"": 15}]",6,bake,322.0,850,18.0
nicuatole,"[{""name"": ""corn"", ""grams"": 200}, {""name"": ""sugar"", ""grams"": 80}, {""name"": ""vanilla"", ""grams"": 5}]",3,boil,587.0,420,6.0
chocolate_brownie,"[{""name"": ""chocolate"", ""grams"": 100}, {""name"": ""butter"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 150}, {""name"": ""egg"", ""grams"": 100}, {""name"": ""wheat_flour"", ""grams"": 80}, {""name"": ""vanilla"", ""grams"": 5}]",6,bake,535.0,2200,25.0
coconut_candy,"[{""name"": ""coconut"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 80}, {""name"": ""coconut_milk"", ""grams"": 50}, {""name"": ""vanilla"", ""grams"": 2}]",4,no_cook,232.0,450,3.0
sulguni,"[{""name"": ""milk"", ""grams"": 1000}, {""name"": ""salt"", ""grams"": 20}, {""name"": ""vinegar"", ""grams"": 30}]",3,ferment,1050.0,600,55.0
concha,"[{""name"": ""wheat_flour"", ""grams"": 200}, {""name"": ""sugar"", ""grams"": 50}, {""name"": ""butter"", ""grams"": 40}, {""name"": ""egg"", ""grams"": 25}, {""name"": ""milk"", ""grams"": 80}, {""name"": ""vanilla"", ""grams"": 2}]",6,bake,402.0,980,18.0
pasta_e_fagioli,"[{""name"": ""pasta_dry"", ""grams"": 60}, {""name"": ""soybean"", ""grams"": 100}, {""name"": ""onion"", ""grams"": 30}, {""name"": ""garlic"", ""grams"": 5}, {""name"": ""tomato"", ""grams"": 80}, {""name"": ""celery"", ""grams"": 15}, {""name"": ""carrot"", ""grams"": 30}, {""name"": ""olive_oil"", ""grams"": 5}, {""name"": ""salt"", ""grams"": 2}, {""name"": ""black_pepper"", ""grams"": 1}, {""name"": ""basil"", ""grams"": 2}]",11,boil,330.0,460,20.0
rosca_de_reyes,"[{""name"": ""wheat_flour"", ""grams"": 250}, {""name"": ""butter"", ""grams"": 100}, {""name"": ""sugar"", ""grams"": 80}, {""name"": ""egg"", ""grams"": 50}, {""name"": ""milk"", ""grams"": 60}, {""name"": ""almond"", ""grams"": 30}, {""name"": ""vanilla"", ""grams"": 5}]",7,bake,575.0,1850,32.0
fudge,"[{""name"": ""sugar"", ""grams"": 200}, {""name"": ""butter"", ""grams"": 100}, {""name"": ""milk"", ""grams"": 50}, {""name"": ""chocolate"", ""grams"": 150}]",4,boil,500.0,2250,8.0
south_asian_pickle,"[{""name"": ""cabbage"", ""grams"": 100}, {""name"": ""carrot"", ""grams"": 50}, {""name"": ""cucumber"", ""grams"": 50}, {""name"": ""chili"", ""grams"": 10}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""ginger"", ""grams"": 10}, {""name"": ""mustard"", ""grams"": 5}, {""name"": ""turmeric"", ""grams"": 2}, {""name"": ""vinegar"", ""grams"": 50}, {""name"": ""salt"", ""grams"": 15}, {""name"": ""vegetable_oil"", ""grams"": 30}]",11,ferment,332.0,180,3.0
seenakku,"[{""name"": ""rice"", ""grams"": 150}, {""name"": ""coconut"", ""grams"": 50}, {""name"": ""sugar"", ""grams"": 30}, {""name"": ""coconut_milk"", ""grams"": 100}, {""name"": ""salt"", ""grams"": 2}]",5,steam,332.0,480,7.0
loobia_polo,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""beef"", ""grams"": 150}, {""name"": ""onion"", ""grams"": 80}, {""name"": ""turmeric"", ""grams"": 2}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}, {""name"": ""vegetable_oil"", ""grams"": 20}]",7,saute,559.0,650,35.0
marzipan,"[{""name"": ""almond"", ""grams"": 150}, {""name"": ""sugar"", ""grams"": 150}, {""name"": ""vanilla"", ""grams"": 5}]",3,no_cook,305.0,1750,25.0
pickled_pigs_feet,"[{""name"": ""pork"", ""grams"": 300}, {""name"": ""vinegar"", ""grams"": 150}, {""name"": ""onion"", ""grams"": 50}, {""name"": ""garlic"", ""grams"": 10}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""chili"", ""grams"": 5}, {""name"": ""black_pepper"", ""grams"": 2}]",7,boil,522.0,650,45.0
kateh,"[{""name"": ""rice"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 5}, {""name"": ""butter"", ""grams"": 30}]",3,boil,635.0,850,12.0
bubur_cha_cha,"[{""name"": ""sweet_potato"", ""grams"": 80}, {""name"": ""banana"", ""grams"": 60}, {""name"": ""coconut_milk"", ""grams"": 120}, {""name"": ""sugar"", ""grams"": 25}, {""name"": ""salt"", ""grams"": 1}]",5,boil,286.0,320,4.0
brsi,"[{""name"": ""beef"", ""grams"": 200}, {""name"": ""salt"", ""grams"": 10}, {""name"": ""black_pepper"", ""grams"": 5}, {""name"": ""garlic"", ""grams"": 5}]",4,smoke,220.0,350,40.0
