dish_id,name,primary_cuisine,E_composite,E_carbon,E_water,E_energy,E_land,log_E,cook_method,n_ingredients,total_grams,source,H_mean,H_bert
egg_bhurji,Egg bhurji,Indian,0.1522989333664939,0.9475,465.8,0.5,0.8845,-1.8819100226085403,fry,9.0,244.0,worldcuisines_llm,,
egg_butter,Egg butter,Finnish,0.14421838282996705,1.249,619.2,0.4,2.636,-1.9364265807725407,boil,4.0,157.0,worldcuisines_llm,,
zucchini_slice,Zucchini slice,Australian,0.30525289904115177,3.2536,1273.7,0.8,8.957,-1.1866146687681114,bake,8.0,533.0,worldcuisines_llm,,
zabaione,Zabaione,Italian,0.13409983936751432,0.625,250.4,0.5,0.441,-2.0091706865511925,no_cook,2.0,90.0,worldcuisines_llm,,
tokneneng,Tokneneng,Filipino,0.25202176839061896,0.8426,304.4,1.0,0.627,-1.378239812699011,deep_fry,5.0,108.0,worldcuisines_llm,,
telur_pindang,Telur pindang,Indonesian,0.11145955006605825,0.518,272.8,0.4,0.3935,-2.1940935335790375,boil,5.0,108.0,worldcuisines_llm,,
telur_gulung,Telur gulung,Indonesian,0.12983932375363336,0.521,207.8,0.5,0.4265,-2.0414575640947143,fry,4.0,61.5,worldcuisines_llm,,
tea_egg,Tea egg,Chinese,0.113232449626054,0.5286,299.5,0.4,0.406,-2.1783124968174827,boil,6.0,93.0,worldcuisines_llm,,
nargesi,Nargesi,Iranian,0.14429287938390872,0.7934,374.4,0.5,0.6805,-1.9359101603387203,fry,6.0,243.0,worldcuisines_llm,,
nargesi_kebab,Nargesi kebab,Indian,0.42604167013484545,9.7086,2632.0,0.5,49.89,-0.8532181202786117,fry,11.0,299.0,worldcuisines_llm,,
kogel_mogel,Kogel mogel,Polish,0.13883012542618375,0.613,332.7,0.5,0.408,-1.9745042124842476,no_cook,4.0,105.0,worldcuisines_llm,,
iron_egg,Iron egg,Taiwanese,0.3385286812645218,1.6595,782.6,1.2,1.3705,-1.08314645974797,braise,6.0,261.0,worldcuisines_llm,,
huevos_motuleos,Huevos motuleños,Mexican,0.19805158234645556,1.719,1018.1,0.5,4.802,-1.6192277653149465,fry,4.0,280.0,worldcuisines_llm,,
gyeranppang,Gyeran-ppang,Korean,0.22882482947769342,1.2551,546.0,0.8,2.0405,-1.4747985049199475,bake,6.0,247.0,worldcuisines_llm,,
frozen_custard,Frozen custard,American,0.13437666572805898,1.1555,480.5,0.4,2.3915,-2.0071084840612534,boil,5.0,210.0,worldcuisines_llm,,
french_toast,French toast,French,0.16067544362445962,1.0076,589.2,0.5,1.614,-1.8283688267237155,fry,7.0,257.0,worldcuisines_llm,,
floating_island,Floating island,French,0.2494590300856874,1.7705,749.1,0.8,2.588,-1.3884605853475827,bake,4.0,385.0,worldcuisines_llm,,
eggs_kejriwal,Eggs Kejriwal,Indian,0.19044943895382316,2.0596,797.6,0.5,5.825,-1.6583685319593524,fry,8.0,268.0,worldcuisines_llm,,
egg_foo_young,Egg foo young,Chinese,0.1695824376188536,1.376,636.8,0.5,1.028,-1.774416112761817,fry,10.0,340.0,worldcuisines_llm,,
egg_drop_soup,Egg drop soup,Chinese,0.15812168503425073,1.3521,823.1,0.4,1.7555,-1.8443903839303766,boil,10.0,258.0,worldcuisines_llm,,
egg_salad,Egg salad,Global,0.12583684772840645,0.7996,435.6,0.4,0.809,-2.072769070383705,boil,7.0,203.0,worldcuisines_llm,,
egg_sandwich,Egg sandwich,Global,0.15588438207949792,0.9631,521.4,0.5,1.2905,-1.8586406870290468,fry,7.0,192.0,worldcuisines_llm,,
eggs_and_brains,Eggs and brains,Portuguese,0.21281366163814872,1.6755,1276.6,0.5,3.1185,-1.5473383241479521,fry,5.0,242.0,worldcuisines_llm,,
haminados,Haminados,Spanish,0.298812727739076,0.8961,328.9,1.2,0.596,-1.2079382304490198,braise,6.0,98.0,worldcuisines_llm,,
hangtown_fry,Hangtown fry,American,0.17305341583358894,1.2641,725.5,0.5,1.913,-1.7541549700976817,fry,6.0,183.0,worldcuisines_llm,,
huevos_rancheros,Huevos rancheros,Mexican,0.16580960648833232,1.1895,625.0,0.5,1.1285,-1.7969150977402788,fry,8.0,350.0,worldcuisines_llm,,
perico,Perico,Colombian,0.15244514646791343,1.062,436.8,0.5,1.123,-1.88095044293291,saute,5.0,280.0,worldcuisines_llm,,
huevos_estrellados,Huevos estrellados,Spanish,0.19754848912317383,1.3541,1109.9,0.5,2.427,-1.6217712102270094,fry,6.0,333.0,worldcuisines_llm,,
masala_omelette,Masala omelette,Indian,0.14964687379497676,0.902,434.0,0.5,0.8145,-1.899476935012043,fry,9.0,220.0,worldcuisines_llm,,
kuku,Kuku,Iranian,0.1620260733296346,1.0628,596.6,0.5,1.149,-1.8199980102210223,fry,8.0,261.0,worldcuisines_llm,,
machacado_con_huevo,Machacado con huevo,Mexican,0.24417013295095705,3.9166,1184.9,0.5,17.124,-1.40989003047362,fry,7.0,272.0,worldcuisines_llm,,
matzah_brei,Matzah brei,North American,0.15895341559869042,1.1301,526.8,0.5,1.872,-1.839144103346037,fry,5.0,207.0,worldcuisines_llm,,
menemen,Menemen,Turkish,0.16673253089225662,1.2409,626.3,0.5,1.1955,-1.791364361939681,saute,7.0,370.0,worldcuisines_llm,,
steak_and_eggs,Steak and eggs,American,0.530392741399018,12.8916,3500.8,0.5,66.473,-0.6341375253492662,fry,5.0,318.0,worldcuisines_llm,,
strata,Strata,American,0.3254946251969002,3.7251,1482.3,0.8,10.689,-1.1224093299217646,bake,9.0,528.0,worldcuisines_llm,,
stracciatella,Stracciatella,Italian,0.23072052139309315,2.9866,1586.8,0.4,5.878,-1.4665481650359342,boil,5.0,373.0,worldcuisines_llm,,
spanish_omelette,Spanish omelette,Spanish,0.15993539045849792,0.9076,604.3,0.5,1.1795,-1.832985354935764,fry,5.0,317.0,worldcuisines_llm,,
smoked_egg,Smoked egg,Global,0.3715490349228898,1.2121,343.5,1.5,0.648,-0.990074431817398,smoke,4.0,118.0,worldcuisines_llm,,
silog,Silog,Filipino,0.17899451999727387,1.4776,766.1,0.5,1.074,-1.720400088150386,fry,8.0,303.0,worldcuisines_llm,,
scrambled_eggs,Scrambled eggs,Global,0.16104699037350753,1.0881,573.3,0.5,1.403,-1.8260590909082144,saute,5.0,168.0,worldcuisines_llm,,
scotch_woodcock,Scotch woodcock,British,0.16407237414400128,1.196,594.2,0.5,2.133,-1.8074476427485797,saute,5.0,196.0,worldcuisines_llm,,
scotch_egg,Scotch egg,English,0.2971301128130728,1.6106,846.9,1.0,2.182,-1.2135851458332603,deep_fry,7.0,218.0,worldcuisines_llm,,
salted_duck_egg,Salted duck egg,East Asian,0.1322147773333128,0.585,229.9,0.5,0.441,-2.0233275776805253,ferment,2.0,100.0,worldcuisines_llm,,
rafanata,Rafanata,Italian,0.30792695812523174,3.4126,1274.7,0.8,9.662,-1.1778926730768726,bake,8.0,473.0,worldcuisines_llm,,
quindim,Quindim,Brazilian,0.2655912128307074,1.7375,1027.6,0.8,2.336,-1.3257969461488874,bake,5.0,335.0,worldcuisines_llm,,
queijada,Queijada,Portuguese,0.2654346283427683,2.5,815.6,0.8,7.061,-1.3263866895486864,bake,7.0,270.0,worldcuisines_llm,,
oeuf_mayonnaise,Oeuf mayonnaise,French,0.11012480010864607,0.5315,246.8,0.4,0.4715,-2.206141009858918,boil,5.0,86.5,worldcuisines_llm,,
meringue,Meringue,French,0.21356610022240152,0.9523,374.3,0.8,0.531,-1.5438088913153207,bake,5.0,158.0,worldcuisines_llm,,
mishmash,Mish-mash,Bulgarian,0.20864949900763294,2.6185,948.1,0.5,6.4975,-1.5670994730611272,saute,7.0,510.0,worldcuisines_llm,,
mirza_ghassemi,Mirza ghassemi,Iranian,0.16120529103221867,1.286,521.6,0.5,1.04,-1.825076626667752,saute,7.0,490.0,worldcuisines_llm,,
omelette,Omelette,Iranian,0.1617497579634262,1.365,509.0,0.5,2.836,-1.8217048419643722,fry,6.0,220.0,worldcuisines_llm,,
onsen_tamago,Onsen tamago,Japanese,0.14018486366993896,1.1355,583.0,0.4,0.765,-1.9647932726212851,boil,4.0,212.0,worldcuisines_llm,,
ovos_moles,Ovos moles,Portuguese,0.2624191573839774,1.6855,988.9,0.8,2.516,-1.3378122162540964,bake,4.0,280.0,worldcuisines_llm,,
oyster_omelette,Oyster omelette,Chinese,0.1601627370747414,1.003,581.9,0.5,1.2095,-1.8315648739337462,fry,8.0,205.0,worldcuisines_llm,,
panagyurishtestyle_eggs,Panagyurishte-style eggs,Bulgarian,0.16451468473421677,2.0126,748.5,0.4,5.37,-1.804755443859928,boil,6.0,307.0,worldcuisines_llm,,
poached_egg,Poached egg,Global,0.10403913321674203,0.4363,171.3,0.4,0.318,-2.262988169686468,boil,3.0,52.0,worldcuisines_llm,,
pickled_egg,Pickled egg,American,0.12748823187249453,0.872,443.3,0.4,0.7905,-2.0597312176827334,boil,6.0,252.0,worldcuisines_llm,,
pavlova,Pavlova,Australian,0.2954953148842105,2.7315,1254.1,0.8,4.844,-1.2191022971374423,bake,6.0,470.0,worldcuisines_llm,,
pastel_de_tentgal,Pastel de Tentúgal,Portuguese,0.23598209741516762,1.3685,634.4,0.8,2.013,-1.4439993352442284,bake,4.0,240.0,worldcuisines_llm,,
chhurpi,Chhurpi,Nepalese,0.2331303038516558,3.6235,1081.0,0.5,9.4,-1.456157737736561,ferment,3.0,1055.0,worldcuisines_llm,,
sha_phaley,Sha phaley,Tibetan,0.40604366104887063,5.5944,1572.0,1.0,26.7325,-0.901294585633127,deep_fry,10.0,310.0,worldcuisines_llm,,
sinki,Sinki,Nepalese,0.11423711992291917,0.2665,17.1,0.5,0.008,-2.16947899146742,ferment,3.0,45.0,worldcuisines_llm,,
kinema,Kinema,Nepalese,0.14669238008594723,0.6644,449.9,0.5,0.372,-1.919417537336657,ferment,5.0,220.0,worldcuisines_llm,,
gundruk,Gundruk,Nepalese,0.12149957472885452,0.4005,101.6,0.5,0.0835,-2.1078445163816966,ferment,6.0,330.0,worldcuisines_llm,,
dhindo,Dhindo,Nepalese,0.13548175835774146,0.4638,688.9,0.4,1.0085,-1.99891827239121,boil,8.0,233.0,worldcuisines_llm,,
aloo_mutter,Aloo mutter,Indian Subcontinent,0.15671428448735256,0.9859,529.0,0.5,0.779,-1.8533309755913288,saute,11.0,585.0,worldcuisines_llm,,
baked_beans,Baked beans,American,0.2170838618394806,1.0825,397.3,0.8,1.052,-1.5274715400083716,bake,6.0,240.0,worldcuisines_llm,,
bandeja_paisa,Bandeja paisa,Colombian,0.5092461851419995,9.045,4203.9,0.5,37.79,-0.6748237150333748,fry,12.0,950.0,worldcuisines_llm,,
bap,Bap,Korean,0.14296612879284112,1.0035,665.7,0.4,0.735,-1.94514753836689,boil,8.0,280.0,worldcuisines_llm,,
bean_chip,Bean chip,American,0.2707492762490093,0.6601,667.3,1.0,0.9265,-1.306562066238463,deep_fry,6.0,144.0,worldcuisines_llm,,
wandouhuang,Wandouhuang,Chinese,0.08945078189938786,0.48,286.8,0.3,0.264,-2.414066727876257,steam,2.0,140.0,worldcuisines_llm,,
vegetarian_chili,Vegetarian chili,American,0.3567566730371769,1.522,1124.8,1.2,1.4915,-1.030701317720446,braise,10.0,568.0,worldcuisines_llm,,
tortillitas_de_camarones,Tortillitas de camarones,Andalusian,0.17355425433829097,1.1194,773.6,0.5,1.1965,-1.7512650233574463,fry,7.0,163.0,worldcuisines_llm,,
tomato_omelette,Tomato omelette,Maharashtrian,0.14451448126379093,0.5323,449.8,0.5,0.682,-1.9343755600925592,fry,7.0,210.0,worldcuisines_llm,,
texas_caviar,Texas caviar,Texan,0.16989671664819717,0.6606,838.5,0.5,1.2395,-1.772564575692885,no_cook,9.0,303.0,worldcuisines_llm,,
tave_grave,Tavče gravče,North Macedonian,0.19894313932332844,0.7854,175.9,0.8,0.358,-1.6147362271303984,bake,6.0,413.0,worldcuisines_llm,,
lentil_soup,Lentil soup,Global,0.1384424127040302,0.543,716.6,0.4,1.046,-1.9773008325712027,boil,9.0,322.0,worldcuisines_llm,,
liangfen,Liangfen,Chinese,0.13642986752049377,0.522,317.6,0.5,0.297,-1.9919445874516302,no_cook,7.0,140.0,worldcuisines_llm,,
judd_mat_gaardebounen,Judd mat Gaardebounen,Luxembourgish,0.40155988432226986,3.4455,1344.9,1.2,12.1264,-0.9123986052297017,braise,10.0,349.0,worldcuisines_llm,,
kosambari,Kosambari,Indian,0.13764894009033826,0.3751,378.3,0.5,0.474,-1.9830487474570329,no_cook,7.0,180.0,worldcuisines_llm,,
koottu,Koottu,Indian,0.13087907992630834,0.3907,632.1,0.4,0.7835,-2.0334814360553106,boil,9.0,240.0,worldcuisines_llm,,
succotash,Succotash,American,0.13560206251359588,0.7069,253.0,0.5,0.9665,-1.998030693314261,saute,7.0,308.0,worldcuisines_llm,,
pea_soup,Pea soup,Greek,0.14592412137928934,0.458,864.9,0.4,1.2325,-1.9246685089534834,boil,8.0,282.0,worldcuisines_llm,,
kuzhambu,Kuzhambu,Indian,0.34294369734343716,1.8694,798.7,1.2,2.0895,-1.0701889929766752,braise,11.0,350.0,worldcuisines_llm,,
kwati,Kwati,Nepalese,0.13772585299217258,0.4244,737.2,0.4,0.873,-1.982490142197827,boil,10.0,247.0,worldcuisines_llm,,
ragda_pattice,Ragda pattice,Indian,0.15853453620886226,0.6669,647.0,0.5,1.0385,-1.8417828153380427,fry,12.0,459.0,worldcuisines_llm,,
red_bean_ice,Red bean ice,Hong Kong,0.13135239906920818,0.6795,560.7,0.4,1.433,-2.0298714983108144,boil,3.0,210.0,worldcuisines_llm,,
rajma,Rajma,Indian,0.3559458693195033,1.0925,1229.2,1.2,1.5635,-1.0329766121645612,braise,11.0,415.0,worldcuisines_llm,,
pasta_e_fagioli,Pasta e fagioli,Italian,0.12574442473240158,0.7521,447.1,0.4,0.6339,-2.0735038071092067,boil,11.0,330.0,worldcuisines_llm,,
peabutter,Peabutter,Canadian,0.1633671847722792,0.8006,691.0,0.5,0.805,-1.8117549443118253,no_cook,4.0,227.0,worldcuisines_llm,,
refried_beans,Refried beans,Mexican,0.18359099774588797,0.5019,1110.8,0.5,1.398,-1.6950448338829909,fry,6.0,280.0,worldcuisines_llm,,
red_bean_cake,Red bean cake,Chinese,0.27113635160886934,1.4495,1199.3,0.8,2.76,-1.305133442168014,bake,5.0,380.0,worldcuisines_llm,,
porotos_con_riendas,Porotos con riendas,Chilean,0.20654409962955356,1.4495,1605.1,0.4,3.11,-1.577241331853108,boil,5.0,430.0,worldcuisines_llm,,
mushy_peas,Mushy peas,English,0.1373638102711714,0.3219,759.3,0.4,0.9005,-1.9851223234709219,boil,3.0,153.0,worldcuisines_llm,,
murukku,Murukku,Indian,0.2661777369908436,0.9079,522.9,1.0,0.526,-1.3235910091599892,deep_fry,6.0,140.0,worldcuisines_llm,,
piyaz,Piyaz,Iraqi,0.15187100403455292,0.6551,910.1,0.4,1.4015,-1.8847237761170637,boil,6.0,267.0,worldcuisines_llm,,
fasole_cu_crnai,Fasole cu cârnați,Romanian,0.36685351189485393,2.6875,2458.0,0.8,5.34,-1.0027926607594537,bake,7.0,710.0,worldcuisines_llm,,
moros_y_cristianos,Moros y Cristianos,Cuban,0.17608245574006007,0.895,1248.6,0.4,1.6005,-1.7368028951320849,boil,6.0,330.0,worldcuisines_llm,,
matev,Matevž,Slovenian,0.1606674965595061,0.4709,1107.6,0.4,1.421,-1.8284182883048574,boil,7.0,350.0,worldcuisines_llm,,
moro_de_guandules,Moro de guandules,Dominican,0.183173935792484,1.232,1274.5,0.4,1.621,-1.6973191087387978,boil,9.0,460.0,worldcuisines_llm,,
pie_floater,Pie floater,South Australian,0.4723252712897814,8.565,2605.6,0.8,41.4,-0.7500873966519228,bake,10.0,577.0,worldcuisines_llm,,
mercimek_kftesi,Mercimek köftesi,Turkish,0.15181710994653072,0.5484,938.5,0.4,1.4115,-1.8850787066270627,boil,7.0,250.0,worldcuisines_llm,,
msabbaha,Msabbaha,Levantine,0.21739214002988624,0.651,1634.4,0.5,1.9045,-1.5260524593649614,no_cook,7.0,318.0,worldcuisines_llm,,
bubur_kacang_hijau,Bubur kacang hijau,Southeast Asian,0.142743630170023,0.8301,709.6,0.4,0.585,-1.9467050537181672,boil,4.0,302.0,worldcuisines_llm,,
chhena_matar_tarkari,Chhena Matar Tarkari,Indian,0.22871495807611156,3.8808,936.6,0.5,13.5585,-1.4752787752994097,saute,9.0,430.0,worldcuisines_llm,,
callos,Callos,Spanish,0.6786822196497497,11.5185,3756.5,1.2,54.579,-0.38760227327324376,braise,8.0,530.0,worldcuisines_llm,,
garnacha,Garnacha,Guatemalan,0.18095886343916193,1.419,815.0,0.5,4.489,-1.709485547363704,fry,7.0,335.0,worldcuisines_llm,,
ghugni,Ghugni,Indian Subcontinent,0.3314807336296692,0.9395,862.6,1.2,1.0165,-1.1041855898093762,braise,8.0,260.0,worldcuisines_llm,,
guernsey_bean_jar,Guernsey bean jar,Guernsey,0.5551545434549467,5.057,3467.7,1.2,42.164,-0.5885087473219874,braise,9.0,625.0,worldcuisines_llm,,
gigantes_plaki,Gigantes plaki,Greek,0.20865440042467007,0.769,342.6,0.8,0.642,-1.5670759821853217,bake,6.0,225.0,worldcuisines_llm,,
grey_peas,Grey peas,Latvian,0.16293095564369936,0.7251,1075.6,0.4,1.79,-1.8144287529208254,boil,4.0,252.0,worldcuisines_llm,,
green_bean_casserole,Green bean casserole,American,0.2360860631893783,1.7175,540.3,0.8,3.612,-1.4435588659028586,bake,6.0,377.0,worldcuisines_llm,,
fasolada,Fasolada,Greek,0.19528234246806395,0.959,1551.7,0.4,2.187,-1.6333088575368497,simmer,8.0,617.0,worldcuisines_llm,,
githeri,Githeri,Kenyan,0.1399324052096809,0.579,731.6,0.4,1.101,-1.9665957928987574,boil,6.0,357.0,worldcuisines_llm,,
feijo_tropeiro,Feijão tropeiro,Brazilian,0.2370945707722676,1.613,1699.3,0.5,3.315,-1.4392961846450407,saute,8.0,412.0,worldcuisines_llm,,
douzhi,Douzhi,Chinese,0.1306755565493942,0.479,233.3,0.5,0.201,-2.035037695357255,ferment,2.0,110.0,worldcuisines_llm,,
doubles,Doubles,Caribbean,0.206339501755851,0.903,1380.6,0.5,2.161,-1.5782323999883532,fry,9.0,495.0,worldcuisines_llm,,
dilly_beans,Dilly beans,American,0.12554107730788042,0.493,143.7,0.5,0.1625,-2.075122264738139,ferment,6.0,335.0,worldcuisines_llm,,
frijoles_negros,Frijoles negros,Guatemalan,0.3952512921569567,1.753,1704.3,1.2,3.0915,-0.9282335336835879,braise,8.0,523.0,worldcuisines_llm,,
deepfried_peanuts,Deep-fried peanuts,Global,0.2657381707618186,0.9245,511.0,1.0,0.89,-1.3252437754062307,deep_fry,2.0,150.0,worldcuisines_llm,,
frijoles_charros,Frijoles charros,Mexican,0.4081506857569095,2.019,1846.7,1.2,3.44,-0.8961188449271501,braise,8.0,555.0,worldcuisines_llm,,
cowboy_beans,Cowboy beans,American,0.6015455276051901,9.9616,2895.7,1.2,49.693,-0.5082530563150641,braise,9.0,453.0,worldcuisines_llm,,
dalcha,Dalcha,Indian,0.38385374401675554,2.0696,1427.0,1.2,2.9705,-0.9574936739020647,braise,11.0,498.0,worldcuisines_llm,,
bean_salad,Bean salad,Global,0.14117391637570334,0.4096,427.7,0.5,0.6345,-1.9577626992047525,no_cook,6.0,132.0,worldcuisines_llm,,
dal_bati,Dal bati,Indian,0.21427004357476073,0.7453,442.9,0.8,1.1295,-1.5405181736057265,bake,11.0,161.0,worldcuisines_llm,,
chili_con_carne,Chili con carne,Mexican,0.7033454122908704,13.0619,3744.6,1.2,66.0335,-0.3519071674543283,braise,8.0,548.0,worldcuisines_llm,,
cholent,Cholent,French,0.5673500774261111,9.7135,2392.7,1.2,49.076,-0.5667787452754007,braise,6.0,450.0,worldcuisines_llm,,
ciceri_e_tria,Ciceri e tria,Italian,0.17606668174683215,0.74,1290.9,0.4,2.032,-1.7368924821369034,boil,8.0,377.0,worldcuisines_llm,,
bob_chorba,Bob chorba,Bulgarian,0.12897946502266153,0.541,559.1,0.4,0.719,-2.0481020731627213,boil,5.0,315.0,worldcuisines_llm,,
bissara,Bissara,Egyptian,0.1801725289169592,0.5185,1420.3,0.4,1.768,-1.7138403931708623,boil,7.0,325.0,worldcuisines_llm,,
boiled_peanuts,Boiled peanuts,Global,0.1353469067368204,0.7025,621.1,0.4,0.68,-1.9999141169929504,boil,2.0,210.0,worldcuisines_llm,,
burmese_tofu,Burmese tofu,Burmese,0.11680704876839164,0.2828,426.7,0.4,0.553,-2.147231861364492,boil,3.0,105.0,worldcuisines_llm,,
borracho_beans,Borracho beans,Mexican,0.3632823122838709,1.105,1348.3,1.2,1.9545,-1.012575027194335,braise,7.0,325.0,worldcuisines_llm,,
bouneschlupp,Bouneschlupp,Luxembourgish,0.13620323540445087,0.98,559.2,0.4,1.532,-1.9936071307437935,boil,8.0,347.0,worldcuisines_llm,,
chipolata,Chipolata,French,0.2326977780809191,1.7405,1219.7,0.6,3.489,-1.4580147571469846,grill,3.0,208.0,worldcuisines_llm,,
medisterplse,Medisterpølse,Danish,0.28415691834741613,3.0155,2100.2,0.5,6.359,-1.2582286640167817,fry,6.0,423.0,worldcuisines_llm,,
bondiola_sandwich,Bondiola sandwich,Argentinian,0.28611886147735477,1.9875,1301.8,0.8,3.561,-1.2513479549286952,roast,6.0,395.0,worldcuisines_llm,,
chorizo,Chorizo,Portuguese,0.4400562161280311,2.1815,1221.5,1.5,3.497,-0.8208527963036023,smoke,5.0,222.0,worldcuisines_llm,,
longaniza,Longaniza,Spanish,0.1889276647149577,1.4401,942.3,0.5,2.522,-1.6663910635568118,fry,5.0,169.0,worldcuisines_llm,,
devon,Devon,Australian,0.23428912793595535,1.763,1240.1,0.6,3.54,-1.4511993368670084,grill,4.0,222.0,worldcuisines_llm,,
saveloy,Saveloy,British,0.17395168605281955,1.4249,1067.5,0.4,2.964,-1.748977684687156,boil,6.0,225.0,worldcuisines_llm,,
ksekrainer,Käsekrainer,Austrian,0.26807849286808927,2.7475,1534.1,0.6,6.487,-1.3164754575172244,grill,6.0,375.0,worldcuisines_llm,,
vienna_sausage,Vienna sausage,Austrian,0.5159534083213845,5.5064,1576.1,1.5,24.235,-0.6617388115281237,smoke,5.0,160.0,worldcuisines_llm,,
kaszanka,Kaszanka,German,0.23165889635442663,1.8634,1168.6,0.6,3.102,-1.4624892635641078,grill,6.0,275.0,worldcuisines_llm,,
black_pudding,Black pudding,English,0.1519052155823087,0.7859,503.6,0.5,1.218,-1.8844985343391287,fry,5.0,185.0,worldcuisines_llm,,
cervelat,Cervelat,Swiss,0.21427121038896782,1.5735,957.8,0.6,2.57,-1.5405127280893554,grill,3.0,270.0,worldcuisines_llm,,
salchichn,Salchichón,Spanish,0.4152316718940327,1.8089,909.2,1.5,2.616,-0.8789186689847178,smoke,4.0,159.0,worldcuisines_llm,,
linguia,Linguiça,Portuguese,0.5068664393634627,3.327,2022.8,1.5,5.765,-0.679507743303737,smoke,6.0,418.0,worldcuisines_llm,,
lukanka,Lukanka,Bulgarian,0.4019077080935483,7.7014,2780.1,0.5,36.119,-0.9115327985779098,ferment,6.0,318.0,worldcuisines_llm,,
butifarra_soledeas,Butifarra Soledeñas,Colombian,0.5471649076793358,13.3125,4036.5,0.4,67.8845,-0.603005045433226,boil,7.0,400.0,worldcuisines_llm,,
enovka,Češnovka,Croatian,0.23302594081131725,1.7885,1212.0,0.6,3.391,-1.4566054976594498,grill,6.0,238.0,worldcuisines_llm,,
moronga,Moronga,Argentinian,0.1689805100936419,1.376,997.9,0.4,2.686,-1.7779718955991828,boil,8.0,263.0,worldcuisines_llm,,
botifarra,Botifarra,Catalan,0.23358404700619148,1.766,1227.5,0.6,3.507,-1.4542133222856148,grill,5.0,232.0,worldcuisines_llm,,
nem_chua,Nem chua,Vietnamese,0.21249514336104544,1.757,1248.9,0.5,3.5278,-1.5488361456503907,ferment,6.0,250.0,worldcuisines_llm,,
nem_nng,Nem nướng,Vietnamese,0.2854118528086848,2.5585,1875.5,0.6,5.2725,-1.2538220442878067,grill,7.0,367.0,worldcuisines_llm,,
rd_plse,Rød pølse,Danish,0.18894485350363532,1.6846,1246.6,0.4,3.5403,-1.666300086902725,boil,6.0,250.0,worldcuisines_llm,,
ch_la,Chả lụa,Vietnamese,0.1436732866282679,1.314,963.4,0.3,2.6745,-1.9402133999890518,steam,5.0,227.0,worldcuisines_llm,,
hog_maw,Hog maw,Global,0.42074006086793947,2.796,1843.6,1.2,5.267,-0.8657400686074915,braise,6.0,382.0,worldcuisines_llm,,
kupati,Kupati,Georgian,0.28060382727357097,2.5035,1810.3,0.6,5.135,-1.2708114718003412,grill,5.0,360.0,worldcuisines_llm,,
carniolan_sausage,Carniolan sausage,Slovenian,0.2569670769263974,2.1223,1520.2,0.6,4.3602,-1.3588073076378648,grill,5.0,260.0,worldcuisines_llm,,
hot_link_sausage,Hot link sausage,American,0.3069508825433888,4.4909,1704.6,0.6,18.869,-1.1810675359103255,grill,7.0,270.0,worldcuisines_llm,,
halfsmoke,Half-smoke,American,0.5443645672556945,5.43,2071.6,1.5,19.747,-0.6081360961868998,smoke,8.0,435.0,worldcuisines_llm,,
goetta,Goetta,American,0.24307121330296153,2.2205,1632.3,0.5,4.827,-1.4144008197150246,fry,7.0,487.0,worldcuisines_llm,,
breakfast_sausage,Breakfast sausage,American,0.1861119899132819,1.3384,923.2,0.5,2.6185,-1.681406690148226,fry,4.0,160.0,worldcuisines_llm,,
bologna_sausage,Bologna sausage,Italian,0.23351788229124293,1.7536,1229.8,0.6,3.4978,-1.4544966211171595,grill,7.0,220.0,worldcuisines_llm,,
andouille,Andouille,French,0.46001387721580017,2.576,1446.5,1.5,4.131,-0.776498622093602,smoke,6.0,292.0,worldcuisines_llm,,
glamorgan_sausage,Glamorgan sausage,British,0.20880974686691975,2.8919,875.7,0.5,9.9055,-1.566331743666024,fry,8.0,288.0,worldcuisines_llm,,
stornoway_black_pudding,Stornoway black pudding,British,0.1736680422901169,1.1245,774.1,0.5,2.03,-1.750609604871916,fry,5.0,237.0,worldcuisines_llm,,
sibiu_salami,Sibiu Salami,Romanian,0.25844899709182584,2.4202,1834.3,0.5,5.2368,-1.3530569078203365,ferment,4.0,318.0,worldcuisines_llm,,
botillo,Botillo,Spanish,0.231654953874978,2.428,1755.8,0.4,5.012,-1.462506282176639,boil,6.0,367.0,worldcuisines_llm,,
babic_sausage,Babic sausage,Romanian,0.4719210860510783,10.0295,2939.0,0.6,50.685,-0.7509434979442323,grill,5.0,268.0,worldcuisines_llm,,
sobrassada,Sobrassada,Spanish,0.2595201040059025,2.434,1848.4,0.5,5.246,-1.3489211072925982,no_cook,5.0,330.0,worldcuisines_llm,,
naem,Naem,Lao,0.22156596498063172,1.946,1348.5,0.5,3.6415,-1.5070349235373248,ferment,6.0,275.0,worldcuisines_llm,,
qaz,Qazı,Bashkir,0.3464802938402363,0.754,50.6,1.5,0.031,-1.0599293340034046,smoke,4.0,50.0,worldcuisines_llm,,
gringas,Gringas,Mexican,0.2575536721408232,2.9981,1289.5,0.6,9.354,-1.356527145099664,grill,7.0,402.0,worldcuisines_llm,,
mooncake,Mooncake,Chinese,0.24340167974573254,1.3216,771.2,0.8,2.2425,-1.4130421972786016,bake,7.0,227.0,worldcuisines_llm,,
jingisukan,Jingisukan,Japanese,0.30351356389148537,4.1125,1751.1,0.6,55.694,-1.1923289779112543,grill,7.0,350.0,worldcuisines_llm,,
tokushima_ramen,Tokushima Ramen,Japanese,0.19329814227591177,1.941,1248.9,0.4,2.5575,-1.6435215033887272,boil,9.0,450.0,worldcuisines_llm,,
