Name,wc_id,primary_cuisine,primary_coarse,Cuisines,Countries,Region1,Text Description
Locrio,locrio,Dominican,rice,"[""Dominican""]","[""Dominican Republic""]",Caribbean,"The dish consists of seasoned rice with some kind of meat, such as chicken, salami or pork."
Lugaw,lugaw,Filipino,rice,"[""Filipino""]","[""Philippines""]",South Eastern Asia,"This dish is traditionally made by boiling glutinous rice. Regular white rice may also be used if boiled with excess water. The basic version is sparsely spiced, usually only using salt, garlic, and ginger; or alternatively, sugar."
Madumongso,madumongso,Javanese,rice,"[""Javanese""]","[""Indonesia""]",South Eastern Asia,The dish is a snack made from black sticky rice as the main ingredient. The sweet flavour is a result of fermenting black sticky rice into tapai and then it is cooked to become dodol.
Tapai,tapai,South East Asian,rice,"[""South East Asian""]","[""Indonesia"",""Malaysia"",""Korea"",""Philippines"",""Thailand"",""China""]",Eastern Asia,"The dish is a traditional fermented preparation of rice or other starchy foods. It has a sweet or sour taste[1] and can be eaten as is, as ingredients for traditional recipes, or fermented further to make rice wine."
Dodol,dodol,Indonesian,dessert,"[""Indonesian""]","[""Indonesia"",""Malaysia"",""Brunei Darussalam"",""Philippines"",""Sri Lanka"",""Thailand"",""India"",""Myanmar""]",Southern Asia,"The dish is a sweet, toffee-like confection made from coconut milk, jaggery, and rice flour. It is sticky, thick, and sweet."
Mandi,mandi,Yemeni,rice,"[""Yemeni""]","[""Yemen""]",Western Asia,"The dish consists mainly of meat and rice with a blend of spices, and is cooked in a pit."
Mansaf,mansaf,Jordanian,rice,"[""Jordanian""]","[""Jordan""]",Western Asia,The dish is made of lamb cooked in a sauce of fermented dried yogurt and served with rice or bulgur.
Maqluba,maqluba,Levantine,rice,"[""Levantine"", ""Mesopotamian""]","[""Jordan"", ""Lebanon"", ""Palestine"", ""Syria"", ""Iraq""]",Western Asia,"The dish consists of meat, rice, and fried Vegetable placed in a pot which is flipped upside down when served."
Masi,masi,Filipino,dessert,"[""Filipino""]","[""Philippines""]",South Eastern Asia,The dish is made from sweetened ground-soaked glutinous rice shaped into little balls with a filling of chopped roasted peanuts and muscovado or brown sugar. It is then boiled in water until it floats. It can also be steamed. It is traditionally sold wrapped in banana leaves.
Jaynagarer Moa,jaynagarer_moa,Indian,sweets,"[""Indian""]","[""India""]",Southern Asia,The dish is made from date palm jaggery and aromatic rice.
Moche,moche,Filipino,dessert,"[""Filipino""]","[""Philippines""]",South Eastern Asia,"The dish is made from ground-soaked glutinous rice and filled with mung- or red bean paste, it is shaped into balls or ovals. Caramelised grated coconut may also be used. It is then boiled in water until it floats. It is then sprinkled with sesame seeds or crushed peanuts and served hot with a sauce made from sweetened coconut milk."
Mochi ice cream,mochi_ice_cream,American,dessert,"[""American""]","[""United States""]",Northern America,The dish is made from pounded sticky rice with an ice cream filling.
Moffle,moffle,Japanese,dessert,"[""Japanese""]","[""Japan""]",Eastern Asia,"The dish consisting of mochi rice cake cooked in a waffle iron, which creates a waffle."
Mont lin maya,mont_lin_maya,Burmese,snack,"[""Burmese""]","[""Myanmar""]",South Eastern Asia,"The dish consists of crisp, round savory pancakes made with a batter consisting of rice flour, quail eggs, chickpeas, and spring onions, fried in a special metal pan."
Moron,moron,Filipino,dessert,"[""Filipino""]","[""Philippines""]",South Eastern Asia,"The dish is cooked with glutinous rice, coconut milk and sugar. It also has a hint of vanilla and is usually partnered with coffee or a chocolate drink."
Puffed rice,puffed_rice,South East Asian,rice,"[""South East Asian"", ""East Asian"", ""South Asian""]","[""China"", ""Taiwan"", ""Japan"", ""Korea"", ""Philippines"", ""Thailand"", ""Malaysia"", ""Nepal"", ""India"", ""Bangladesh"", ""Czech Republic"", ""Slovakia""]",South Eastern Asia,"The dish is types of puffed grain made from rice. Traditional methods to puff or pop rice include frying in oil or salt. Western commercial version of this dish is usually made by heating rice kernels under high pressure in the presence of steam, though the method of manufacture varies widely."
Nasi ambeng,nasi_ambeng,Indonesian,rice,"[""Indonesian""]","[""Indonesia""]",South Eastern Asia,"The dish consists of steamed white rice, chicken curry or chicken stewed in soy sauce, beef or chicken rendang, sambal goreng urap, bergedel, and serunding. "
Nasi bakar,nasi_bakar,Indonesian,rice,"[""Indonesian""]","[""Indonesia""]",South Eastern Asia,"The dish is steamed rice seasoned with spices, wrapped in banana leaves, and grilled over charcoal. The banana leaf imparts a unique aroma to the rice. Variants include ingredients like fried chicken, beef, anchovy, fish, shrimp, mushrooms, tempeh, tofu, and salted duck egg."
Nasi bogana,nasi_bogana,Indonesian,rice,"[""Indonesian""]","[""Indonesia""]",South Eastern Asia,"The dish is rice wrapped in banana leaves and served with a variety of side dishes. It is a type of mixed rice, which features rice accompanied by multiple side dishes."
Nasi dagang,nasi_dagang,Malaysian,rice,"[""Malaysian""]","[""Malaysia""]",South Eastern Asia,"The dish consists of rice steamed in coconut milk, fish curry and extra ingredients such as pickled cucumber and carrots."
Nasi gurih,nasi_gurih,Indonesian,rice,"[""Indonesian""]","[""Indonesia""]",South Eastern Asia,"The dish is made by cooking mixture of rice and sticky rice soaked in coconut milk instead of water, along with salt, lemongrass, Indian bay leaf, and pandan leaves to add aroma."
Nasi jinggo,nasi_jinggo,Indonesian,rice,"[""Indonesian""]","[""Indonesia""]",South Eastern Asia,The dish consists of rice packaged in small portions of banana leaves.
Nasi kandar,nasi_kandar,Malaysian,rice,"[""Malaysian""]","[""Malaysia""]",South Eastern Asia,"The dish consists of steamed rice combined with an array of distinct curries, sides dishes, and gravies. The selection of curries consists of various blends of Vegetable, seafood or meat."
Nasi kapau,nasi_kapau,Indonesian,rice,"[""Indonesian""]","[""Indonesia""]",South Eastern Asia,The dish is a steamed rice topped with various choices of dishes.
Nasi kebuli,nasi_kebuli,Indonesian,rice,"[""Indonesian""]","[""Indonesia""]",South Eastern Asia,"The dish consists of rice cooked in goat meat broth, goat milk, and clarified butter (most often ghee)."
Nasi kerabu,nasi_kerabu,Malaysian,rice,"[""Malaysian""]","[""Malaysia""]",South Eastern Asia,"The dish consists of blue-colored rice, which is eaten with dried fish or fried chicken, crackers, pickles and other salads. The blue color of the rice comes from the petals of Clitoria ternatea (butterfly-pea) flowers (bunga telang), which are used as a natural food coloring in cooking it. The rice can also be plain white rice or rice cooked using turmeric. It is often eaten with solok lada (stuffed peppers) and is also eaten with fried keropok."
Nasi kucing,nasi_kucing,Indonesian,rice,"[""Indonesian""]","[""Indonesia""]",South Eastern Asia,"The dish consists of a small portion of rice with toppings, usually sambal, dried fish, and tempeh, wrapped in banana leaves. "
Nasi kuning,nasi_kuning,Indonesian,rice,"[""Indonesian""]","[""Indonesia"", ""Malaysia"", ""Singapore"", ""Netherlands"", ""Philippines"", ""Suriname"", ""Sri Lanka""]",Southern Asia,The dish is an Indonesian fragrant rice dish cooked with coconut milk and turmeric
Nasi liwet,nasi_liwet,Indonesian,rice,"[""Indonesian""]","[""Indonesia""]",South Eastern Asia,"The dish cooked in coconut milk, added with chicken broth, salam leaves, lemongrass, and spices. Thus, the rice has a rich, aromatic, and succulent taste."
Nasi tim,nasi_tim,Indonesian,rice,"[""Indonesian""]","[""Indonesia""]",South Eastern Asia,"The dish is made of chicken, mushroom and hard boiled egg. These are seasoned in soy sauce and garlic, and then placed at the bottom of a tin bowl. This tin bowl is then filled with rice and steamed until cooked. This dish is usually served with light chicken broth and chopped leeks."
Nasi timbel,nasi_timbel,Indonesian,rice,"[""Indonesian""]","[""Indonesia""]",South Eastern Asia,The dish consisting of steamed rice wrapped inside a banana leaf.The heat of the hot-cooked rice touches the banana leaf and produces a unique aroma.
Nasi tutug oncom,nasi_tutug_oncom,Indonesian,rice,"[""Indonesian""]","[""Indonesia""]",South Eastern Asia,The dish is made of rice mixed with oncom fermented beans. It is usually wrapped in banana leaves and served with various side dishes.
Nasi tumpang,nasi_tumpang,Malaysian,rice,"[""Malaysian""]","[""Malaysia""]",South Eastern Asia,"This dish is a rice with different layer of dishes wrapped in a cone shape with banana leaf packed. It is packed tightly consisting an omelette, beef or fish floss, and shrimp or fish local curry, sweet sambal gravy and cucumbers."
Nasi ulam,nasi_ulam,Indonesian,rice,"[""Indonesian""]","[""Indonesia""]",South Eastern Asia,"The dish is steamed rice served with various herbs and Vegetable, such as Centella leaves, lemon basil, and spices, accompanied by various side dishes."
Nurungji,nurungji,Korean,rice,"[""Korean""]","[""Korea""]",Eastern Asia,"The dish is made of scorched rice. After boiling and serving rice, a thin crust of scorched rice will usually be left in the bottom of the cooking pot. "
Ofada rice,ofada_rice,Yoruba,rice,"[""Yoruba""]","[""Nigeria""]",Western Africa,The dish is a type of rice. It is used in making a variety of dishes.
Okowa,okowa,Japanese,rice,"[""Japanese""]","[""Japan""]",Eastern Asia,The is a steamed rice dish made with glutinous rice mixed with meat or Vegetable.
Okoy,okoy,Filipino,fritter,"[""Filipino""]","[""Philippines""]",South Eastern Asia,"The dish is crispy deep-fried fritters made with glutinous rice batter, unshelled small shrimp, and various vegetables, including calabaza, sweet potato, cassava, mung bean sprouts, scallions and julienned carrots, onions, and green papaya. They are traditionally served with vinegar-based dipping sauces. They are eaten on their own or with white rice. They are popular for breakfast, snacks, or appetizers."
Orez Shu'it,orez_shuit,Israeli,rice,"[""Israeli""]","[""Israel""]",Western Asia,"The dish consisting of white beans cooked in a tomato paste, served on white rice."
Pabellón criollo,pabelln_criollo,Venezuelan,rice,"[""Venezuelan""]","[""Venezuela""]",South America,"It is a plate of rice, shredded beef in stew and stewed black beans."
Palitaw,palitaw,Filipino,snack,"[""Filipino""]","[""Philippines""]",South Eastern Asia,"The dish is a small, flat, sweet rice cake. They are made from galapong - washed, soaked, and ground malagkit (sticky rice). Before serving, they are dipped in grated coconut, and presented with a separate mix of sugar and toasted sesame seeds."
Pakhala,pakhala,Indian,rice,"[""Indian""]","[""India""]",Southern Asia,"The dish consists of cooked rice washed or lightly fermented in water. The liquid part of the dish is known as Toraṇi. It is prepared with rice, curd, cucumber, cumin seeds, fried onions and mint leaves. It is popularly served with dry roasted Vegetable—such as potato, brinjal, badi and sāgå bhåjā or fried fish."
Panta bhat,panta_bhat,Bangladeshi,rice,"[""Bangladeshi"", ""Indian""]","[""Bangladesh"", ""India""]",Southern Asia,"The dish is a rice-based dish prepared by soaking rice, generally leftover, in water overnight. Traditionally served in the morning with salt, onion, chili and mashed potatoes or ""Alu Makha"" (simple boiled potatoes mashed and salted without adding any cream or cheese)."
Panyalam,panyalam,Filipino,dessert,"[""Filipino""]","[""Philippines""]",South Eastern Asia,"The dish is fried rice pancake made with ground glutinous rice, brown sugar, and coconut milk mixed into a batter that is deep-fried."
Pastil,pastil,Filipino,rice,"[""Filipino""]","[""Philippines""]",South Eastern Asia,"The dish is a packed rice dish made with steamed rice wrapped in banana leaves with dry shredded beef, chicken, or fish."
Pilaf,pilaf,Global,rice,"[""Global""]","[""Afghanistan"", ""Uzbekistan"", ""Turkey"", ""Iran"", ""India"", ""Armenia"",""Azerbaijan"", ""Russia"", ""Kazakhstan"", ""Kyrgyzstan"", ""Pakistan"",""Tajikistan"", ""Turkmenistan"", ""Iraq"", ""Syria"", ""Georgia"", ""Greece"",""Bulgaria"", ""Romania"", ""Albania"", ""Bosnia and Herzegovina"",""North Macedonia"", ""Serbia"", ""Montenegro"", ""Ethiopia"",""Eritrea"", ""Tanzania"", ""Kenya"", ""Somalia"", ""Saudi Arabia"", ""Jordan"",""Palestine"", ""Lebanon"", ""Yemen"", ""Egypt""]",Global,"It is a rice dish, usually sautéed, or in some regions, a wheat dish, whose recipe usually involves cooking in stock or broth, adding spices, and other ingredients such as Vegetable or meat, and employing some technique for achieving cooked grains that do not adhere to each other."
